bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,beryllium_flux m^-2sr^-1s^-1GV^-1,beryllium_flux_error_statistical m^-2sr^-1s^-1GV^-1,beryllium_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,beryllium_flux_error_time_independent m^-2sr^-1s^-1GV^-1,beryllium_to_helium_ratio,beryllium_to_helium_ratio_error_statistical,beryllium_to_helium_ratio_error_time_dependent,beryllium_to_helium_ratio_error_time_independent
2512,52.2,56.1,0.0001084,1.48e-05,8e-07,2.7e-06,0.00201,0.000275,1.7e-05,5.7e-05
2512,56.1,60.3,9.515e-05,1.338e-05,6.9e-07,2.38e-06,0.002133,0.0003,1.8e-05,6.1e-05
2513,1.92,2.15,0.1772,0.0108,0.0012,0.0038,0.001873,0.000114,1.7e-05,4.9e-05
2513,2.15,2.4,0.1929,0.0099,0.0008,0.0041,0.002296,0.000118,1.5e-05,5.7e-05
2513,2.4,2.67,0.1649,0.008,0.0005,0.0035,0.002248,0.00011,1.3e-05,5.5e-05
2513,2.67,2.97,0.1601,0.0071,0.0004,0.0035,0.002514,0.000111,1.3e-05,6.2e-05
2513,2.97,3.29,0.1427,0.0059,0.0004,0.0032,0.002602,0.000108,1.3e-05,6.5e-05
2513,3.29,3.64,0.1159,0.0048,0.0003,0.0027,0.002502,0.000103,1.2e-05,6.4e-05
2513,3.64,4.02,0.1155,0.0043,0.0003,0.0027,0.002992,0.000112,1.4e-05,7.8e-05
2513,4.02,4.43,0.08907,0.00337,0.00025,0.00215,0.002786,0.000106,1.3e-05,7.4e-05
2513,4.43,4.88,0.07723,0.0027,0.00025,0.0019,0.00291,0.000102,1.4e-05,7.8e-05
2513,4.88,5.37,0.06444,0.0022,0.00023,0.00162,0.002961,0.000101,1.5e-05,8.1e-05
2513,5.37,5.9,0.04924,0.00175,0.00018,0.00125,0.002765,9.8e-05,1.4e-05,7.7e-05
2513,5.9,6.47,0.04132,0.00145,0.00016,0.00106,0.002847,0.0001,1.5e-05,8e-05
2513,6.47,7.09,0.03506,0.0012,0.00014,0.00091,0.002981,0.000102,1.6e-05,8.4e-05
2513,7.09,7.76,0.02728,0.00096,0.00011,0.00071,0.002872,0.000101,1.5e-05,8.1e-05
2513,7.76,8.48,0.02179,0.00079,0.0001,0.00056,0.002827,0.000102,1.5e-05,7.9e-05
2513,8.48,9.26,0.01817,0.00067,8e-05,0.00047,0.002918,0.000107,1.6e-05,8.2e-05
2513,9.26,10.1,0.0147,0.00057,7e-05,0.00038,0.002925,0.000113,1.7e-05,8.2e-05
2513,10.1,11.0,0.01121,0.00047,6e-05,0.00029,0.002759,0.000115,1.7e-05,7.7e-05
2513,11.0,12.0,0.008947,0.000389,5e-05,0.000226,0.002711,0.000118,1.7e-05,7.5e-05
2513,12.0,13.0,0.007647,0.000352,4.4e-05,0.000192,0.002873,0.000132,1.9e-05,7.9e-05
2513,13.0,14.1,0.005726,0.000285,3.5e-05,0.000143,0.002638,0.000131,1.8e-05,7.3e-05
2513,14.1,15.3,0.004767,0.000242,2.9e-05,0.000118,0.002717,0.000138,1.9e-05,7.4e-05
2513,15.3,16.6,0.003568,0.000196,2.2e-05,8.8e-05,0.002504,0.000137,1.8e-05,6.8e-05
2513,16.6,18.0,0.00295,0.000166,1.9e-05,7.2e-05,0.002566,0.000144,1.8e-05,7e-05
2513,18.0,19.5,0.002114,0.000129,1.3e-05,5.2e-05,0.002262,0.000138,1.5e-05,6.2e-05
2513,19.5,21.1,0.001887,0.000113,1.1e-05,4.6e-05,0.002497,0.000149,1.6e-05,6.8e-05
2513,21.1,22.8,0.001526,9.4e-05,8e-06,3.7e-05,0.002487,0.000153,1.6e-05,6.8e-05
2513,22.8,24.7,0.001169,7.5e-05,6e-06,2.9e-05,0.002339,0.000149,1.5e-05,6.4e-05
2513,24.7,26.7,0.00089,6.14e-05,5e-06,2.18e-05,0.002179,0.000151,1.4e-05,6e-05
2513,26.7,28.8,0.0007983,5.58e-05,4.7e-06,1.96e-05,0.002406,0.000168,1.6e-05,6.6e-05
2513,28.8,31.1,0.000652,4.76e-05,3.9e-06,1.6e-05,0.002401,0.000175,1.6e-05,6.6e-05
2513,31.1,33.5,0.0004385,3.8e-05,2.7e-06,1.08e-05,0.001974,0.000171,1.4e-05,5.5e-05
2513,33.5,36.1,0.0004339,3.63e-05,2.8e-06,1.07e-05,0.002411,0.000202,1.7e-05,6.7e-05
2513,36.1,38.9,0.0003162,2.99e-05,2.1e-06,7.8e-06,0.002142,0.000203,1.6e-05,6e-05
2513,38.9,41.9,0.0002661,2.65e-05,1.8e-06,6.6e-06,0.002181,0.000217,1.6e-05,6.1e-05
2513,41.9,45.1,0.0002079,2.27e-05,1.4e-06,5.2e-06,0.002095,0.000229,1.6e-05,5.9e-05
2513,45.1,48.5,0.000159,1.92e-05,1.1e-06,4e-06,0.001969,0.000238,1.5e-05,5.6e-05
2513,48.5,52.2,0.0001125,1.55e-05,8e-07,2.8e-06,0.001704,0.000235,1.3e-05,4.8e-05
2513,52.2,56.1,0.0001244,1.59e-05,9e-07,3.1e-06,0.002278,0.000291,1.8e-05,6.5e-05
2513,56.1,60.3,8.979e-05,1.3e-05,6.5e-07,2.25e-06,0.002035,0.000295,1.6e-05,5.8e-05
2514,1.92,2.15,0.2057,0.0115,0.0013,0.0044,0.002043,0.000114,2e-05,5.4e-05
2514,2.15,2.4,0.1963,0.0099,0.0009,0.0042,0.002224,0.000112,1.6e-05,5.5e-05
2514,2.4,2.67,0.1769,0.0082,0.0007,0.0038,0.002289,0.000107,1.6e-05,5.6e-05
2514,2.67,2.97,0.1701,0.0072,0.0005,0.0037,0.002564,0.000109,1.5e-05,6.3e-05
2514,2.97,3.29,0.1468,0.0059,0.0004,0.0033,0.002588,0.000105,1.5e-05,6.5e-05
2514,3.29,3.64,0.1306,0.005,0.0003,0.003,0.002739,0.000105,1.5e-05,7e-05
2514,3.64,4.02,0.1094,0.0042,0.0003,0.0026,0.002757,0.000105,1.5e-05,7.2e-05
2514,4.02,4.43,0.08685,0.0033,0.00027,0.0021,0.002645,0.000101,1.4e-05,7e-05
2514,4.43,4.88,0.07766,0.00269,0.00027,0.00191,0.002874,0.0001,1.6e-05,7.7e-05
2514,4.88,5.37,0.0641,0.00218,0.00024,0.00161,0.002884,9.8e-05,1.6e-05,7.9e-05
2514,5.37,5.9,0.04828,0.00172,0.00019,0.00123,0.002662,9.5e-05,1.5e-05,7.4e-05
2514,5.9,6.47,0.04157,0.00145,0.00017,0.00107,0.002816,9.9e-05,1.6e-05,7.9e-05
2514,6.47,7.09,0.03237,0.00115,0.00014,0.00084,0.002718,9.7e-05,1.5e-05,7.6e-05
2514,7.09,7.76,0.02703,0.00095,0.00012,0.0007,0.002798,9.9e-05,1.6e-05,7.9e-05
2514,7.76,8.48,0.02233,0.0008,0.0001,0.00058,0.002872,0.000103,1.7e-05,8.1e-05
2514,8.48,9.26,0.01737,0.00065,8e-05,0.00045,0.002758,0.000104,1.7e-05,7.7e-05
2514,9.26,10.1,0.01452,0.00056,8e-05,0.00037,0.002858,0.000111,1.8e-05,8e-05
2514,10.1,11.0,0.01093,0.00046,6e-05,0.00028,0.002654,0.000112,1.7e-05,7.4e-05
2514,11.0,12.0,0.008299,0.000375,4.7e-05,0.00021,0.002508,0.000113,1.7e-05,7e-05
2514,12.0,13.0,0.006869,0.000334,3.8e-05,0.000172,0.002567,0.000125,1.7e-05,7.1e-05
2514,13.0,14.1,0.005832,0.000288,3.2e-05,0.000145,0.002674,0.000132,1.8e-05,7.4e-05
2514,14.1,15.3,0.004675,0.00024,2.6e-05,0.000116,0.002629,0.000135,1.8e-05,7.2e-05
2514,15.3,16.6,0.003782,0.000202,2.2e-05,9.3e-05,0.002632,0.000141,1.8e-05,7.2e-05
2514,16.6,18.0,0.002994,0.000167,1.8e-05,7.3e-05,0.002594,0.000145,1.8e-05,7.1e-05
2514,18.0,19.5,0.002272,0.000134,1.3e-05,5.6e-05,0.002419,0.000143,1.7e-05,6.6e-05
2514,19.5,21.1,0.001673,0.000106,9e-06,4.1e-05,0.002202,0.00014,1.5e-05,6e-05
2514,21.1,22.8,0.001454,9.2e-05,8e-06,3.5e-05,0.002347,0.000148,1.5e-05,6.4e-05
2514,22.8,24.7,0.0012,7.6e-05,7e-06,2.9e-05,0.002388,0.000151,1.6e-05,6.5e-05
2514,24.7,26.7,0.0008957,6.18e-05,5.1e-06,2.19e-05,0.002195,0.000152,1.5e-05,6e-05
2514,26.7,28.8,0.0008612,5.81e-05,5.1e-06,2.11e-05,0.002611,0.000176,1.8e-05,7.2e-05
2514,28.8,31.1,0.000635,4.71e-05,3.8e-06,1.56e-05,0.002353,0.000175,1.7e-05,6.5e-05
2514,31.1,33.5,0.0004601,3.9e-05,2.9e-06,1.13e-05,0.00207,0.000176,1.5e-05,5.7e-05
2514,33.5,36.1,0.0004088,3.53e-05,2.6e-06,1.01e-05,0.002259,0.000196,1.7e-05,6.3e-05
2514,36.1,38.9,0.0002953,2.89e-05,1.9e-06,7.3e-06,0.002001,0.000196,1.5e-05,5.6e-05
2514,38.9,41.9,0.0002413,2.53e-05,1.6e-06,6e-06,0.001986,0.000208,1.5e-05,5.6e-05
2514,41.9,45.1,0.0002428,2.45e-05,1.7e-06,6.1e-06,0.002457,0.000249,1.9e-05,6.9e-05
2514,45.1,48.5,0.0001391,1.8e-05,1e-06,3.5e-06,0.001721,0.000223,1.4e-05,4.9e-05
2514,48.5,52.2,0.0001381,1.72e-05,1e-06,3.5e-06,0.002079,0.000259,1.7e-05,5.9e-05
2514,52.2,56.1,8.13e-05,1.287e-05,5.8e-07,2.04e-06,0.001492,0.000236,1.2e-05,4.2e-05
2514,56.1,60.3,8.098e-05,1.238e-05,5.9e-07,2.03e-06,0.0018,0.000275,1.5e-05,5.1e-05
2515,1.92,2.15,0.213,0.0118,0.0011,0.0046,0.002076,0.000115,1.9e-05,5.5e-05
2515,2.15,2.4,0.2023,0.0101,0.0008,0.0043,0.002243,0.000112,1.6e-05,5.5e-05
2515,2.4,2.67,0.1936,0.0087,0.0006,0.0042,0.002481,0.000111,1.6e-05,6.1e-05
2515,2.67,2.97,0.1608,0.0071,0.0005,0.0035,0.002379,0.000105,1.4e-05,5.8e-05
2515,2.97,3.29,0.1476,0.006,0.0004,0.0033,0.00256,0.000104,1.4e-05,6.4e-05
2515,3.29,3.64,0.1319,0.0051,0.0003,0.003,0.002726,0.000105,1.4e-05,6.9e-05
2515,3.64,4.02,0.115,0.0043,0.0003,0.0027,0.002863,0.000107,1.4e-05,7.4e-05
2515,4.02,4.43,0.09311,0.00344,0.00029,0.00225,0.002799,0.000104,1.4e-05,7.4e-05
2515,4.43,4.88,0.08018,0.00274,0.00029,0.00197,0.002928,0.0001,1.5e-05,7.9e-05
2515,4.88,5.37,0.06281,0.00217,0.00025,0.00158,0.002804,9.7e-05,1.5e-05,7.7e-05
2515,5.37,5.9,0.05037,0.00177,0.0002,0.00128,0.002757,9.7e-05,1.5e-05,7.6e-05
2515,5.9,6.47,0.0415,0.00145,0.00017,0.00107,0.002797,9.8e-05,1.5e-05,7.8e-05
2515,6.47,7.09,0.03395,0.00118,0.00015,0.00088,0.002823,9.8e-05,1.6e-05,7.9e-05
2515,7.09,7.76,0.02691,0.00095,0.00012,0.0007,0.002763,9.8e-05,1.5e-05,7.8e-05
2515,7.76,8.48,0.02199,0.00079,0.0001,0.00057,0.00281,0.000101,1.6e-05,7.9e-05
2515,8.48,9.26,0.01808,0.00067,9e-05,0.00046,0.002856,0.000105,1.7e-05,8e-05
2515,9.26,10.1,0.01477,0.00057,8e-05,0.00038,0.002893,0.000111,1.7e-05,8.1e-05
2515,10.1,11.0,0.01094,0.00046,6e-05,0.00028,0.00266,0.000113,1.6e-05,7.4e-05
2515,11.0,12.0,0.008875,0.000387,5.2e-05,0.000224,0.00267,0.000117,1.8e-05,7.4e-05
2515,12.0,13.0,0.007624,0.000352,4.5e-05,0.000191,0.002847,0.000132,1.9e-05,7.9e-05
2515,13.0,14.1,0.005592,0.000281,3.4e-05,0.000139,0.002555,0.000129,1.8e-05,7e-05
2515,14.1,15.3,0.004621,0.000239,2.8e-05,0.000114,0.002592,0.000134,1.8e-05,7.1e-05
2515,15.3,16.6,0.003547,0.000195,2.2e-05,8.7e-05,0.002475,0.000136,1.7e-05,6.8e-05
2515,16.6,18.0,0.002733,0.000159,1.6e-05,6.7e-05,0.002348,0.000137,1.6e-05,6.4e-05
2515,18.0,19.5,0.002147,0.00013,1.3e-05,5.3e-05,0.002285,0.000138,1.5e-05,6.2e-05
2515,19.5,21.1,0.001941,0.000114,1.1e-05,4.7e-05,0.002547,0.00015,1.7e-05,6.9e-05
2515,21.1,22.8,0.001549,9.4e-05,9e-06,3.8e-05,0.002502,0.000153,1.6e-05,6.8e-05
2515,22.8,24.7,0.001175,7.5e-05,7e-06,2.9e-05,0.002332,0.000148,1.5e-05,6.4e-05
2515,24.7,26.7,0.0009864,6.46e-05,5.6e-06,2.41e-05,0.002421,0.000159,1.6e-05,6.6e-05
2515,26.7,28.8,0.0009031,5.94e-05,5.2e-06,2.21e-05,0.002719,0.000179,1.8e-05,7.5e-05
2515,28.8,31.1,0.0006084,4.6e-05,3.6e-06,1.49e-05,0.002252,0.000171,1.5e-05,6.2e-05
2515,31.1,33.5,0.0004105,3.68e-05,2.5e-06,1.01e-05,0.001873,0.000168,1.3e-05,5.2e-05
2515,33.5,36.1,0.0004232,3.59e-05,2.7e-06,1.05e-05,0.00234,0.000199,1.7e-05,6.5e-05
2515,36.1,38.9,0.0003449,3.12e-05,2.3e-06,8.6e-06,0.002317,0.00021,1.7e-05,6.5e-05
2515,38.9,41.9,0.000254,2.59e-05,1.7e-06,6.3e-06,0.002089,0.000213,1.6e-05,5.8e-05
2515,41.9,45.1,0.000177,2.09e-05,1.2e-06,4.4e-06,0.001803,0.000213,1.4e-05,5.1e-05
2515,45.1,48.5,0.0001754,2.02e-05,1.2e-06,4.4e-06,0.002154,0.000249,1.7e-05,6.1e-05
2515,48.5,52.2,8.776e-05,1.371e-05,6.3e-07,2.2e-06,0.001324,0.000207,1e-05,3.8e-05
2515,52.2,56.1,8.91e-05,1.346e-05,6.4e-07,2.23e-06,0.001623,0.000245,1.3e-05,4.6e-05
2515,56.1,60.3,9.189e-05,1.317e-05,6.7e-07,2.3e-06,0.002071,0.000297,1.6e-05,5.9e-05
2516,1.92,2.15,0.2132,0.0117,0.0023,0.0046,0.002028,0.000111,2.7e-05,5.3e-05
2516,2.15,2.4,0.2174,0.0104,0.0019,0.0046,0.00236,0.000113,2.6e-05,5.8e-05
2516,2.4,2.67,0.1981,0.0088,0.0012,0.0042,0.00249,0.00011,2.1e-05,6.1e-05
2516,2.67,2.97,0.1945,0.0078,0.0013,0.0043,0.002826,0.000113,2.4e-05,6.9e-05
2516,2.97,3.29,0.1657,0.0064,0.0019,0.0038,0.002836,0.000109,3.5e-05,7.1e-05
2516,3.29,3.64,0.1308,0.005,0.0009,0.003,0.002665,0.000103,2.3e-05,6.8e-05
2516,3.64,4.02,0.1139,0.0043,0.0005,0.0027,0.002798,0.000105,1.8e-05,7.3e-05
2516,4.02,4.43,0.0975,0.0035,0.00037,0.00236,0.002905,0.000104,1.6e-05,7.7e-05
2516,4.43,4.88,0.07669,0.00267,0.00032,0.00188,0.002771,9.6e-05,1.6e-05,7.4e-05
2516,4.88,5.37,0.06406,0.00218,0.00028,0.00161,0.00283,9.6e-05,1.6e-05,7.7e-05
2516,5.37,5.9,0.05372,0.00182,0.00022,0.00137,0.002919,9.9e-05,1.6e-05,8.1e-05
2516,5.9,6.47,0.04319,0.00148,0.00018,0.00111,0.002884,9.9e-05,1.6e-05,8.1e-05
2516,6.47,7.09,0.03387,0.00118,0.00014,0.00088,0.002803,9.8e-05,1.6e-05,7.9e-05
2516,7.09,7.76,0.02688,0.00095,0.00012,0.0007,0.002756,9.7e-05,1.5e-05,7.8e-05
2516,7.76,8.48,0.02363,0.00082,0.00011,0.00061,0.003003,0.000104,1.7e-05,8.4e-05
2516,8.48,9.26,0.01746,0.00065,8e-05,0.00045,0.00274,0.000103,1.6e-05,7.7e-05
2516,9.26,10.1,0.014,0.00055,7e-05,0.00036,0.002731,0.000108,1.6e-05,7.6e-05
2516,10.1,11.0,0.01224,0.00049,6e-05,0.00031,0.002949,0.000118,1.8e-05,8.2e-05
2516,11.0,12.0,0.009311,0.000397,4.8e-05,0.000235,0.002795,0.000119,1.7e-05,7.8e-05
2516,12.0,13.0,0.006717,0.00033,3.5e-05,0.000169,0.002487,0.000122,1.6e-05,6.9e-05
2516,13.0,14.1,0.005723,0.000285,3.1e-05,0.000143,0.0026,0.00013,1.7e-05,7.1e-05
2516,14.1,15.3,0.004933,0.000247,2.8e-05,0.000122,0.002779,0.000139,1.9e-05,7.6e-05
2516,15.3,16.6,0.004098,0.00021,2.5e-05,0.000101,0.00286,0.000147,2e-05,7.8e-05
2516,16.6,18.0,0.003114,0.00017,2e-05,7.6e-05,0.00268,0.000147,1.9e-05,7.3e-05
2516,18.0,19.5,0.002355,0.000136,1.5e-05,5.8e-05,0.002503,0.000145,1.8e-05,6.8e-05
2516,19.5,21.1,0.00207,0.000118,1.2e-05,5.1e-05,0.002726,0.000155,1.9e-05,7.4e-05
2516,21.1,22.8,0.001613,9.6e-05,1e-05,3.9e-05,0.002614,0.000157,1.8e-05,7.1e-05
2516,22.8,24.7,0.001233,7.7e-05,8e-06,3e-05,0.002462,0.000153,1.8e-05,6.7e-05
2516,24.7,26.7,0.001062,6.7e-05,7e-06,2.6e-05,0.00261,0.000165,1.9e-05,7.1e-05
2516,26.7,28.8,0.0008644,5.81e-05,5.4e-06,2.12e-05,0.0026,0.000175,1.8e-05,7.1e-05
2516,28.8,31.1,0.0006081,4.6e-05,3.8e-06,1.49e-05,0.002235,0.000169,1.6e-05,6.2e-05
2516,31.1,33.5,0.0004717,3.95e-05,3e-06,1.16e-05,0.002132,0.000179,1.5e-05,5.9e-05
2516,33.5,36.1,0.0003477,3.25e-05,2.2e-06,8.6e-06,0.001924,0.00018,1.4e-05,5.3e-05
2516,36.1,38.9,0.0002528,2.67e-05,1.7e-06,6.3e-06,0.001719,0.000182,1.3e-05,4.8e-05
2516,38.9,41.9,0.0002407,2.52e-05,1.6e-06,6e-06,0.001993,0.000209,1.5e-05,5.6e-05
2516,41.9,45.1,0.0002446,2.46e-05,1.7e-06,6.1e-06,0.002461,0.000248,1.9e-05,6.9e-05
2516,45.1,48.5,0.0001616,1.94e-05,1.1e-06,4e-06,0.002,0.00024,1.6e-05,5.6e-05
2516,48.5,52.2,0.0001127,1.55e-05,8e-07,2.8e-06,0.001691,0.000233,1.3e-05,4.8e-05
2516,52.2,56.1,0.0001048,1.46e-05,8e-07,2.6e-06,0.001915,0.000267,1.5e-05,5.5e-05
2516,56.1,60.3,8.078e-05,1.235e-05,5.9e-07,2.02e-06,0.001789,0.000274,1.4e-05,5.1e-05
2517,1.92,2.15,0.2188,0.012,0.0017,0.0047,0.00207,0.000113,2.7e-05,5.4e-05
2517,2.15,2.4,0.2002,0.0101,0.0016,0.0042,0.002178,0.00011,2.6e-05,5.4e-05
2517,2.4,2.67,0.2036,0.009,0.0012,0.0044,0.002553,0.000112,2.7e-05,6.2e-05
2517,2.67,2.97,0.1768,0.0075,0.001,0.0039,0.002584,0.00011,2.6e-05,6.3e-05
2517,2.97,3.29,0.169,0.0065,0.0017,0.0038,0.002896,0.000111,3.7e-05,7.3e-05
2517,3.29,3.64,0.1361,0.0052,0.001,0.0031,0.002794,0.000106,3e-05,7.1e-05
2517,3.64,4.02,0.11,0.0042,0.0005,0.0026,0.002719,0.000104,2.5e-05,7.1e-05
2517,4.02,4.43,0.09069,0.0034,0.00035,0.00219,0.002714,0.000102,2.3e-05,7.2e-05
2517,4.43,4.88,0.07647,0.00268,0.00033,0.00188,0.002789,9.8e-05,2.4e-05,7.5e-05
2517,4.88,5.37,0.06576,0.00222,0.00028,0.00165,0.00293,9.9e-05,2.5e-05,8e-05
2517,5.37,5.9,0.05227,0.0018,0.00021,0.00133,0.002856,9.9e-05,2.4e-05,7.9e-05
2517,5.9,6.47,0.04171,0.00146,0.00016,0.00107,0.002794,9.8e-05,2.3e-05,7.8e-05
2517,6.47,7.09,0.03531,0.00121,0.00014,0.00091,0.002937,0.000101,2.5e-05,8.3e-05
2517,7.09,7.76,0.02829,0.00098,0.00012,0.00073,0.002908,0.000101,2.5e-05,8.2e-05
2517,7.76,8.48,0.02278,0.00081,0.0001,0.00059,0.002917,0.000103,2.5e-05,8.2e-05
2517,8.48,9.26,0.01725,0.00065,8e-05,0.00044,0.002727,0.000103,2.4e-05,7.6e-05
2517,9.26,10.1,0.01472,0.00057,8e-05,0.00038,0.002885,0.000112,2.6e-05,8.1e-05
2517,10.1,11.0,0.0117,0.00048,6e-05,0.0003,0.002836,0.000116,2.6e-05,7.9e-05
2517,11.0,12.0,0.00911,0.000394,5.1e-05,0.00023,0.002741,0.000119,2.5e-05,7.6e-05
2517,12.0,13.0,0.007699,0.000355,4.3e-05,0.000193,0.002856,0.000132,2.6e-05,7.9e-05
2517,13.0,14.1,0.00558,0.000282,3.1e-05,0.000139,0.002552,0.000129,2.3e-05,7e-05
2517,14.1,15.3,0.004511,0.000237,2.5e-05,0.000112,0.002541,0.000134,2.3e-05,7e-05
2517,15.3,16.6,0.003741,0.000201,2.1e-05,9.2e-05,0.002613,0.000141,2.4e-05,7.1e-05
2517,16.6,18.0,0.003101,0.00017,1.8e-05,7.6e-05,0.002682,0.000148,2.5e-05,7.3e-05
2517,18.0,19.5,0.002277,0.000135,1.3e-05,5.6e-05,0.002422,0.000143,2.2e-05,6.6e-05
2517,19.5,21.1,0.00222,0.000122,1.3e-05,5.4e-05,0.002925,0.000162,2.7e-05,8e-05
2517,21.1,22.8,0.001592,9.6e-05,9e-06,3.9e-05,0.002585,0.000156,2.4e-05,7e-05
2517,22.8,24.7,0.001255,7.7e-05,7e-06,3.1e-05,0.002504,0.000155,2.3e-05,6.8e-05
2517,24.7,26.7,0.000963,6.41e-05,5.7e-06,2.35e-05,0.002375,0.000158,2.2e-05,6.5e-05
2517,26.7,28.8,0.0006294,4.97e-05,3.8e-06,1.54e-05,0.00191,0.000151,1.8e-05,5.2e-05
2517,28.8,31.1,0.0006507,4.78e-05,4e-06,1.6e-05,0.002414,0.000177,2.3e-05,6.6e-05
2517,31.1,33.5,0.0005312,4.2e-05,3.3e-06,1.31e-05,0.0024,0.00019,2.3e-05,6.6e-05
2517,33.5,36.1,0.0003746,3.39e-05,2.4e-06,9.3e-06,0.002061,0.000187,2e-05,5.7e-05
2517,36.1,38.9,0.00028,2.82e-05,1.8e-06,6.9e-06,0.0019,0.000192,1.9e-05,5.3e-05
2517,38.9,41.9,0.0002243,2.44e-05,1.5e-06,5.6e-06,0.001858,0.000203,1.8e-05,5.2e-05
2517,41.9,45.1,0.0002148,2.31e-05,1.5e-06,5.4e-06,0.002147,0.000232,2.2e-05,6e-05
2517,45.1,48.5,0.000149,1.87e-05,1e-06,3.7e-06,0.001824,0.000229,1.8e-05,5.2e-05
2517,48.5,52.2,0.0001409,1.74e-05,1e-06,3.5e-06,0.002144,0.000266,2.2e-05,6.1e-05
2517,52.2,56.1,8.371e-05,1.309e-05,6e-07,2.1e-06,0.00155,0.000243,1.6e-05,4.4e-05
2517,56.1,60.3,0.0001017,1.39e-05,7e-07,2.5e-06,0.00228,0.000312,2.3e-05,6.5e-05
2518,1.92,2.15,0.2105,0.0122,0.0015,0.0045,0.001985,0.000115,2.2e-05,5.2e-05
2518,2.15,2.4,0.1869,0.01,0.0009,0.004,0.002024,0.000109,1.6e-05,5e-05
2518,2.4,2.67,0.1806,0.0087,0.0006,0.0039,0.002256,0.000108,1.6e-05,5.5e-05
2518,2.67,2.97,0.1697,0.0075,0.0005,0.0037,0.002472,0.00011,1.5e-05,6.1e-05
2518,2.97,3.29,0.1582,0.0064,0.0004,0.0036,0.002706,0.00011,1.6e-05,6.8e-05
2518,3.29,3.64,0.1341,0.0053,0.0003,0.0031,0.002734,0.000108,1.5e-05,7e-05
2518,3.64,4.02,0.1077,0.0043,0.0003,0.0025,0.002652,0.000106,1.4e-05,6.9e-05
2518,4.02,4.43,0.09799,0.00364,0.00029,0.00237,0.002923,0.000109,1.6e-05,7.7e-05
2518,4.43,4.88,0.07533,0.00273,0.00025,0.00185,0.002738,9.9e-05,1.5e-05,7.3e-05
2518,4.88,5.37,0.0636,0.00224,0.00023,0.0016,0.002821,9.9e-05,1.5e-05,7.7e-05
2518,5.37,5.9,0.0527,0.00185,0.0002,0.00134,0.002871,0.000101,1.6e-05,8e-05
2518,5.9,6.47,0.04363,0.00153,0.00018,0.00112,0.002922,0.000103,1.6e-05,8.2e-05
2518,6.47,7.09,0.03505,0.00123,0.00015,0.00091,0.002918,0.000103,1.7e-05,8.2e-05
2518,7.09,7.76,0.02698,0.00098,0.00012,0.0007,0.002776,0.000101,1.6e-05,7.8e-05
2518,7.76,8.48,0.02321,0.00083,0.0001,0.0006,0.002976,0.000107,1.7e-05,8.4e-05
2518,8.48,9.26,0.01746,0.00067,8e-05,0.00045,0.002773,0.000107,1.7e-05,7.8e-05
2518,9.26,10.1,0.01502,0.00059,7e-05,0.00038,0.002928,0.000114,1.8e-05,8.2e-05
2518,10.1,11.0,0.01127,0.00048,6e-05,0.00029,0.002735,0.000117,1.7e-05,7.6e-05
2518,11.0,12.0,0.008897,0.000397,4.6e-05,0.000225,0.002671,0.00012,1.7e-05,7.4e-05
2518,12.0,13.0,0.007934,0.000368,4.2e-05,0.000199,0.002929,0.000136,1.9e-05,8.1e-05
2518,13.0,14.1,0.005485,0.000286,3e-05,0.000137,0.002501,0.000131,1.6e-05,6.9e-05
2518,14.1,15.3,0.004767,0.000249,2.7e-05,0.000118,0.00268,0.00014,1.8e-05,7.3e-05
2518,15.3,16.6,0.004054,0.000214,2.4e-05,0.0001,0.002824,0.000149,2e-05,7.7e-05
2518,16.6,18.0,0.002961,0.00017,1.8e-05,7.3e-05,0.002553,0.000147,1.8e-05,7e-05
2518,18.0,19.5,0.002376,0.000141,1.4e-05,5.8e-05,0.002522,0.000149,1.8e-05,6.9e-05
2518,19.5,21.1,0.001964,0.000118,1.1e-05,4.8e-05,0.002572,0.000154,1.8e-05,7e-05
2518,21.1,22.8,0.001404,9.2e-05,8e-06,3.4e-05,0.002269,0.000149,1.6e-05,6.2e-05
2518,22.8,24.7,0.001324,8.1e-05,8e-06,3.2e-05,0.002623,0.000162,1.8e-05,7.2e-05
2518,24.7,26.7,0.0009254,6.42e-05,5.5e-06,2.26e-05,0.002272,0.000158,1.6e-05,6.2e-05
2518,26.7,28.8,0.0008525,5.9e-05,5.2e-06,2.09e-05,0.002561,0.000178,1.8e-05,7e-05
2518,28.8,31.1,0.0005746,4.57e-05,3.5e-06,1.41e-05,0.002124,0.000169,1.5e-05,5.8e-05
2518,31.1,33.5,0.0004304,3.85e-05,2.7e-06,1.06e-05,0.00193,0.000173,1.4e-05,5.3e-05
2518,33.5,36.1,0.0004058,3.59e-05,2.6e-06,1e-05,0.002228,0.000197,1.6e-05,6.2e-05
2518,36.1,38.9,0.0003038,2.99e-05,2e-06,7.5e-06,0.002056,0.000203,1.5e-05,5.7e-05
2518,38.9,41.9,0.0002453,2.6e-05,1.6e-06,6.1e-06,0.002023,0.000214,1.6e-05,5.7e-05
2518,41.9,45.1,0.0001992,2.27e-05,1.4e-06,5e-06,0.002012,0.000229,1.6e-05,5.7e-05
2518,45.1,48.5,0.0001777,2.08e-05,1.3e-06,4.4e-06,0.002162,0.000253,1.7e-05,6.1e-05
