bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,beryllium_flux m^-2sr^-1s^-1GV^-1,beryllium_flux_error_statistical m^-2sr^-1s^-1GV^-1,beryllium_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,beryllium_flux_error_time_independent m^-2sr^-1s^-1GV^-1,beryllium_to_helium_ratio,beryllium_to_helium_ratio_error_statistical,beryllium_to_helium_ratio_error_time_dependent,beryllium_to_helium_ratio_error_time_independent
2432,1.92,2.15,0.1517,0.0093,0.0026,0.0033,0.002133,0.000131,3.8e-05,5.6e-05
2432,2.15,2.4,0.1547,0.0083,0.0015,0.0033,0.002381,0.000128,2.6e-05,5.9e-05
2432,2.4,2.67,0.136,0.0069,0.0008,0.0029,0.002326,0.000118,1.6e-05,5.7e-05
2432,2.67,2.97,0.1334,0.0061,0.0008,0.0029,0.002557,0.000117,1.9e-05,6.3e-05
2432,2.97,3.29,0.1204,0.0052,0.0009,0.0027,0.002639,0.000114,2.3e-05,6.6e-05
2432,3.29,3.64,0.1064,0.0044,0.0006,0.0025,0.002686,0.00011,1.8e-05,6.8e-05
2432,3.64,4.02,0.09206,0.00371,0.00043,0.00218,0.002738,0.00011,1.6e-05,7.1e-05
2432,4.02,4.43,0.07812,0.00307,0.00034,0.00189,0.00275,0.000108,1.5e-05,7.3e-05
2432,4.43,4.88,0.06743,0.00248,0.00032,0.00166,0.002823,0.000104,1.6e-05,7.6e-05
2432,4.88,5.37,0.05918,0.00207,0.00032,0.00149,0.002976,0.000104,1.9e-05,8.1e-05
2432,5.37,5.9,0.04632,0.00168,0.00024,0.00118,0.002824,0.000102,1.8e-05,7.8e-05
2432,5.9,6.47,0.03693,0.00136,0.0002,0.00095,0.002725,0.000101,1.7e-05,7.6e-05
2432,6.47,7.09,0.0276,0.00106,0.00016,0.00071,0.002478,9.5e-05,1.6e-05,7e-05
2432,7.09,7.76,0.02528,0.00092,0.00014,0.00065,0.002796,0.000101,1.8e-05,7.9e-05
2432,7.76,8.48,0.02062,0.00076,0.00011,0.00053,0.002794,0.000103,1.8e-05,7.9e-05
2432,8.48,9.26,0.01598,0.00062,9e-05,0.00041,0.002665,0.000103,1.7e-05,7.5e-05
2432,9.26,10.1,0.01308,0.00053,7e-05,0.00033,0.002691,0.000109,1.8e-05,7.5e-05
2432,10.1,11.0,0.01022,0.00044,6e-05,0.00026,0.002567,0.000111,1.7e-05,7.2e-05
2432,11.0,12.0,0.008623,0.000379,5e-05,0.000218,0.00268,0.000118,1.8e-05,7.4e-05
2432,12.0,13.0,0.006705,0.000328,4.1e-05,0.000168,0.002555,0.000125,1.8e-05,7.1e-05
2432,13.0,14.1,0.005465,0.000277,3.5e-05,0.000136,0.002552,0.000129,1.8e-05,7e-05
2432,14.1,15.3,0.004205,0.000227,2.9e-05,0.000104,0.002402,0.00013,1.8e-05,6.6e-05
2432,15.3,16.6,0.003877,0.000204,3e-05,9.6e-05,0.002724,0.000144,2.3e-05,7.4e-05
2432,16.6,18.0,0.002904,0.000165,2e-05,7.1e-05,0.002519,0.000143,1.9e-05,6.9e-05
2432,18.0,19.5,0.002422,0.00014,1.6e-05,5.9e-05,0.002585,0.000149,1.9e-05,7e-05
2432,19.5,21.1,0.001763,0.00011,1.1e-05,4.3e-05,0.002326,0.000145,1.6e-05,6.3e-05
2432,21.1,22.8,0.001465,9.3e-05,9e-06,3.6e-05,0.002353,0.00015,1.7e-05,6.4e-05
2432,22.8,24.7,0.001163,7.5e-05,8e-06,2.8e-05,0.002301,0.000149,1.7e-05,6.3e-05
2432,24.7,26.7,0.001013,6.6e-05,7e-06,2.5e-05,0.002487,0.000162,1.9e-05,6.8e-05
2432,26.7,28.8,0.0007933,5.58e-05,5.4e-06,1.94e-05,0.002388,0.000168,1.8e-05,6.6e-05
2432,28.8,31.1,0.0006285,4.69e-05,4.3e-06,1.54e-05,0.002307,0.000172,1.8e-05,6.3e-05
2432,31.1,33.5,0.0005524,4.27e-05,3.9e-06,1.36e-05,0.002497,0.000193,1.9e-05,6.9e-05
2432,33.5,36.1,0.0003352,3.19e-05,2.4e-06,8.3e-06,0.001826,0.000174,1.4e-05,5.1e-05
2432,36.1,38.9,0.0003162,2.99e-05,2.3e-06,7.8e-06,0.002123,0.000201,1.7e-05,5.9e-05
2432,38.9,41.9,0.0002739,2.69e-05,2e-06,6.8e-06,0.002263,0.000222,1.8e-05,6.3e-05
2432,41.9,45.1,0.0001668,2.03e-05,1.3e-06,4.2e-06,0.001663,0.000202,1.4e-05,4.7e-05
2432,45.1,48.5,0.0001703,1.99e-05,1.3e-06,4.3e-06,0.002126,0.000249,1.8e-05,6e-05
2432,48.5,52.2,0.0001417,1.74e-05,1.1e-06,3.6e-06,0.002102,0.000258,1.8e-05,6e-05
2432,52.2,56.1,6.713e-05,1.167e-05,5.3e-07,1.68e-06,0.00122,0.000212,1e-05,3.5e-05
2432,56.1,60.3,0.0001081,1.43e-05,9e-07,2.7e-06,0.002392,0.000316,2.1e-05,6.8e-05
2433,1.92,2.15,0.1591,0.0096,0.0034,0.0034,0.002143,0.00013,4.7e-05,5.6e-05
2433,2.15,2.4,0.1574,0.0084,0.0021,0.0033,0.002316,0.000124,3.3e-05,5.7e-05
2433,2.4,2.67,0.1435,0.0071,0.001,0.0031,0.002343,0.000117,1.9e-05,5.7e-05
2433,2.67,2.97,0.1393,0.0063,0.0007,0.003,0.002555,0.000116,1.7e-05,6.3e-05
2433,2.97,3.29,0.1295,0.0055,0.0009,0.0029,0.002712,0.000114,2.2e-05,6.8e-05
2433,3.29,3.64,0.1079,0.0045,0.0006,0.0025,0.002625,0.000109,1.7e-05,6.7e-05
2433,3.64,4.02,0.1003,0.0039,0.0004,0.0024,0.002877,0.000113,1.5e-05,7.5e-05
2433,4.02,4.43,0.08366,0.00322,0.00027,0.00202,0.002834,0.000109,1.4e-05,7.5e-05
2433,4.43,4.88,0.07263,0.0026,0.00025,0.00178,0.002944,0.000105,1.5e-05,7.9e-05
2433,4.88,5.37,0.05831,0.00208,0.00024,0.00146,0.002853,0.000102,1.6e-05,7.8e-05
2433,5.37,5.9,0.04869,0.00173,0.0002,0.00124,0.00288,0.000103,1.6e-05,8e-05
2433,5.9,6.47,0.03765,0.00139,0.00017,0.00097,0.002714,0.0001,1.5e-05,7.6e-05
2433,6.47,7.09,0.03233,0.00115,0.00015,0.00084,0.002854,0.000102,1.6e-05,8e-05
2433,7.09,7.76,0.02588,0.00093,0.00011,0.00067,0.002806,0.000101,1.6e-05,7.9e-05
2433,7.76,8.48,0.02101,0.00077,9e-05,0.00054,0.002811,0.000103,1.6e-05,7.9e-05
2433,8.48,9.26,0.01668,0.00064,8e-05,0.00043,0.002739,0.000105,1.6e-05,7.7e-05
2433,9.26,10.1,0.0134,0.00054,7e-05,0.00034,0.002712,0.000109,1.6e-05,7.6e-05
2433,10.1,11.0,0.01049,0.00045,5e-05,0.00027,0.002618,0.000113,1.6e-05,7.3e-05
2433,11.0,12.0,0.008623,0.000381,4.4e-05,0.000218,0.002635,0.000117,1.6e-05,7.3e-05
2433,12.0,13.0,0.00759,0.000351,4e-05,0.00019,0.002853,0.000132,1.8e-05,7.9e-05
2433,13.0,14.1,0.005472,0.000278,2.9e-05,0.000136,0.002532,0.000129,1.6e-05,7e-05
2433,14.1,15.3,0.004608,0.000239,2.5e-05,0.000114,0.002609,0.000135,1.7e-05,7.1e-05
2433,15.3,16.6,0.003481,0.000194,2e-05,8.6e-05,0.002439,0.000136,1.7e-05,6.7e-05
2433,16.6,18.0,0.002892,0.000165,1.8e-05,7.1e-05,0.002504,0.000143,1.8e-05,6.8e-05
2433,18.0,19.5,0.002214,0.000133,1.3e-05,5.4e-05,0.002352,0.000142,1.6e-05,6.4e-05
2433,19.5,21.1,0.001814,0.000111,1e-05,4.4e-05,0.002389,0.000147,1.6e-05,6.5e-05
2433,21.1,22.8,0.001583,9.7e-05,9e-06,3.9e-05,0.002533,0.000155,1.6e-05,6.9e-05
2433,22.8,24.7,0.001204,7.7e-05,7e-06,2.9e-05,0.002378,0.000151,1.6e-05,6.5e-05
2433,24.7,26.7,0.0008474,6.06e-05,4.9e-06,2.07e-05,0.002063,0.000148,1.4e-05,5.6e-05
2433,26.7,28.8,0.0007647,5.52e-05,4.6e-06,1.87e-05,0.002287,0.000165,1.6e-05,6.3e-05
2433,28.8,31.1,0.0005393,4.37e-05,3.3e-06,1.32e-05,0.001964,0.000159,1.4e-05,5.4e-05
2433,31.1,33.5,0.0005488,4.29e-05,3.4e-06,1.35e-05,0.002466,0.000193,1.8e-05,6.8e-05
2433,33.5,36.1,0.0003441,3.26e-05,2.2e-06,8.5e-06,0.001901,0.00018,1.4e-05,5.3e-05
2433,36.1,38.9,0.0003415,3.13e-05,2.3e-06,8.5e-06,0.002302,0.000211,1.7e-05,6.4e-05
2433,38.9,41.9,0.0002182,2.42e-05,1.5e-06,5.4e-06,0.001787,0.000198,1.4e-05,5e-05
2433,41.9,45.1,0.0001845,2.15e-05,1.3e-06,4.6e-06,0.001864,0.000218,1.4e-05,5.2e-05
2433,45.1,48.5,0.0001733,2.02e-05,1.2e-06,4.3e-06,0.002114,0.000247,1.7e-05,6e-05
2433,48.5,52.2,0.0001187,1.61e-05,9e-07,3e-06,0.00178,0.000241,1.4e-05,5e-05
2433,52.2,56.1,0.0001004,1.44e-05,7e-07,2.5e-06,0.001853,0.000266,1.5e-05,5.3e-05
2433,56.1,60.3,0.0001081,1.44e-05,8e-07,2.7e-06,0.002373,0.000316,1.9e-05,6.8e-05
2434,1.92,2.15,0.155,0.0092,0.0013,0.0033,0.002064,0.000123,2.1e-05,5.4e-05
2434,2.15,2.4,0.1517,0.0081,0.0009,0.0032,0.002216,0.000118,1.8e-05,5.5e-05
2434,2.4,2.67,0.1445,0.007,0.0008,0.0031,0.002353,0.000114,1.8e-05,5.7e-05
2434,2.67,2.97,0.1405,0.0062,0.0007,0.0031,0.002573,0.000114,1.8e-05,6.3e-05
2434,2.97,3.29,0.1401,0.0056,0.0006,0.0032,0.002932,0.000117,1.8e-05,7.4e-05
2434,3.29,3.64,0.115,0.0045,0.0004,0.0027,0.002791,0.00011,1.6e-05,7.1e-05
2434,3.64,4.02,0.1038,0.0039,0.0003,0.0025,0.00297,0.000112,1.7e-05,7.7e-05
2434,4.02,4.43,0.08713,0.00321,0.00029,0.00211,0.00296,0.000109,1.7e-05,7.8e-05
2434,4.43,4.88,0.06853,0.00247,0.00025,0.00168,0.00279,0.000101,1.6e-05,7.5e-05
2434,4.88,5.37,0.05662,0.00201,0.00023,0.00142,0.002777,9.9e-05,1.7e-05,7.6e-05
2434,5.37,5.9,0.04797,0.00169,0.00021,0.00122,0.002839,0.0001,1.8e-05,7.9e-05
2434,5.9,6.47,0.03862,0.00138,0.00017,0.00099,0.002778,0.0001,1.8e-05,7.8e-05
2434,6.47,7.09,0.03194,0.00113,0.00014,0.00083,0.002812,0.0001,1.8e-05,7.9e-05
2434,7.09,7.76,0.0256,0.00092,0.00011,0.00066,0.002779,0.0001,1.7e-05,7.8e-05
2434,7.76,8.48,0.02213,0.00078,0.0001,0.00057,0.002937,0.000104,1.9e-05,8.3e-05
2434,8.48,9.26,0.01689,0.00064,8e-05,0.00043,0.002767,0.000104,1.8e-05,7.8e-05
2434,9.26,10.1,0.01467,0.00056,8e-05,0.00038,0.00297,0.000113,2.1e-05,8.3e-05
2434,10.1,11.0,0.01125,0.00046,6e-05,0.00029,0.002796,0.000115,2e-05,7.8e-05
2434,11.0,12.0,0.008181,0.000367,5.3e-05,0.000207,0.002509,0.000113,2e-05,7e-05
2434,12.0,13.0,0.00673,0.000327,4.2e-05,0.000169,0.002533,0.000123,1.9e-05,7e-05
2434,13.0,14.1,0.005926,0.000287,3.5e-05,0.000148,0.002739,0.000133,2e-05,7.5e-05
2434,14.1,15.3,0.004284,0.000228,2.4e-05,0.000106,0.002422,0.000129,1.7e-05,6.6e-05
2434,15.3,16.6,0.003867,0.000202,2.2e-05,9.5e-05,0.002702,0.000142,1.9e-05,7.4e-05
2434,16.6,18.0,0.002947,0.000165,1.7e-05,7.2e-05,0.00254,0.000142,1.8e-05,6.9e-05
2434,18.0,19.5,0.002455,0.000139,1.4e-05,6e-05,0.002607,0.000148,1.9e-05,7.1e-05
2434,19.5,21.1,0.001874,0.000112,1.1e-05,4.6e-05,0.002454,0.000147,1.8e-05,6.7e-05
2434,21.1,22.8,0.001449,9.2e-05,8e-06,3.5e-05,0.002328,0.000147,1.7e-05,6.3e-05
2434,22.8,24.7,0.001264,7.8e-05,7e-06,3.1e-05,0.002513,0.000155,1.8e-05,6.9e-05
2434,24.7,26.7,0.0009851,6.47e-05,5.7e-06,2.41e-05,0.0024,0.000158,1.8e-05,6.6e-05
2434,26.7,28.8,0.0007639,5.46e-05,4.5e-06,1.87e-05,0.002274,0.000163,1.7e-05,6.2e-05
2434,28.8,31.1,0.0005968,4.55e-05,3.6e-06,1.47e-05,0.002194,0.000168,1.7e-05,6e-05
2434,31.1,33.5,0.0004952,4.03e-05,3.1e-06,1.22e-05,0.00224,0.000183,1.7e-05,6.2e-05
2434,33.5,36.1,0.0003697,3.35e-05,2.4e-06,9.1e-06,0.002035,0.000184,1.6e-05,5.6e-05
2434,36.1,38.9,0.0003206,3e-05,2.1e-06,7.9e-06,0.00216,0.000203,1.7e-05,6e-05
2434,38.9,41.9,0.0002343,2.48e-05,1.6e-06,5.8e-06,0.001932,0.000205,1.6e-05,5.4e-05
2434,41.9,45.1,0.0001686,2.04e-05,1.2e-06,4.2e-06,0.001695,0.000205,1.4e-05,4.8e-05
2434,45.1,48.5,0.0001629,1.94e-05,1.2e-06,4.1e-06,0.002015,0.00024,1.7e-05,5.7e-05
2434,48.5,52.2,0.0001266,1.64e-05,9e-07,3.2e-06,0.00193,0.000251,1.6e-05,5.5e-05
2434,52.2,56.1,0.0001121,1.5e-05,8e-07,2.8e-06,0.002052,0.000276,1.7e-05,5.8e-05
2434,56.1,60.3,0.0001059,1.41e-05,8e-07,2.7e-06,0.002382,0.000317,2e-05,6.8e-05
2435,1.92,2.15,0.1684,0.0099,0.001,0.0036,0.002331,0.000136,1.9e-05,6.1e-05
2435,2.15,2.4,0.1509,0.0082,0.0007,0.0032,0.002299,0.000126,1.6e-05,5.7e-05
2435,2.4,2.67,0.1473,0.0072,0.0005,0.0032,0.002499,0.000123,1.5e-05,6.1e-05
2435,2.67,2.97,0.1363,0.0063,0.0004,0.003,0.002603,0.00012,1.5e-05,6.4e-05
2435,2.97,3.29,0.1257,0.0054,0.0005,0.0029,0.002721,0.000116,1.6e-05,6.8e-05
2435,3.29,3.64,0.1096,0.0045,0.0003,0.0025,0.002765,0.000113,1.5e-05,7e-05
2435,3.64,4.02,0.09308,0.00375,0.00026,0.0022,0.002755,0.000111,1.4e-05,7.2e-05
2435,4.02,4.43,0.0765,0.00305,0.00022,0.00185,0.002694,0.000107,1.4e-05,7.1e-05
2435,4.43,4.88,0.06303,0.00239,0.0002,0.00155,0.002635,0.0001,1.4e-05,7.1e-05
2435,4.88,5.37,0.05701,0.00203,0.00021,0.00143,0.002869,0.000102,1.6e-05,7.8e-05
2435,5.37,5.9,0.04736,0.00169,0.00019,0.00121,0.002882,0.000103,1.7e-05,8e-05
2435,5.9,6.47,0.03631,0.00135,0.00015,0.00094,0.002684,0.0001,1.6e-05,7.5e-05
2435,6.47,7.09,0.0308,0.00111,0.00014,0.0008,0.002786,0.000101,1.8e-05,7.8e-05
2435,7.09,7.76,0.02241,0.00086,0.00011,0.00058,0.002486,9.5e-05,1.6e-05,7e-05
2435,7.76,8.48,0.02043,0.00075,0.0001,0.00053,0.00279,0.000103,1.8e-05,7.8e-05
2435,8.48,9.26,0.01648,0.00063,9e-05,0.00042,0.00277,0.000106,2e-05,7.8e-05
2435,9.26,10.1,0.01328,0.00053,8e-05,0.00034,0.002733,0.000109,2e-05,7.6e-05
2435,10.1,11.0,0.01078,0.00045,6e-05,0.00027,0.002723,0.000115,2e-05,7.6e-05
2435,11.0,12.0,0.008878,0.000384,5.4e-05,0.000224,0.002762,0.00012,2e-05,7.7e-05
2435,12.0,13.0,0.007351,0.000343,4.1e-05,0.000184,0.002804,0.000131,2e-05,7.7e-05
2435,13.0,14.1,0.005594,0.000279,3.1e-05,0.000139,0.002616,0.000131,1.8e-05,7.2e-05
2435,14.1,15.3,0.005039,0.000248,2.8e-05,0.000125,0.002895,0.000142,2e-05,7.9e-05
2435,15.3,16.6,0.003828,0.000201,2.1e-05,9.4e-05,0.002702,0.000142,1.9e-05,7.4e-05
2435,16.6,18.0,0.002695,0.000158,1.5e-05,6.6e-05,0.002356,0.000138,1.6e-05,6.4e-05
2435,18.0,19.5,0.002087,0.000128,1.2e-05,5.1e-05,0.002244,0.000138,1.6e-05,6.1e-05
2435,19.5,21.1,0.002085,0.000118,1.2e-05,5.1e-05,0.002758,0.000156,2e-05,7.5e-05
2435,21.1,22.8,0.00129,8.6e-05,8e-06,3.1e-05,0.002093,0.00014,1.5e-05,5.7e-05
2435,22.8,24.7,0.001285,7.8e-05,8e-06,3.1e-05,0.002571,0.000157,1.9e-05,7e-05
2435,24.7,26.7,0.0008963,6.16e-05,5.4e-06,2.19e-05,0.002202,0.000151,1.6e-05,6e-05
2435,26.7,28.8,0.0007067,5.24e-05,4.3e-06,1.73e-05,0.002133,0.000158,1.6e-05,5.9e-05
2435,28.8,31.1,0.0005534,4.38e-05,3.4e-06,1.36e-05,0.002034,0.000161,1.5e-05,5.6e-05
2435,31.1,33.5,0.000452,3.85e-05,2.9e-06,1.11e-05,0.002044,0.000174,1.5e-05,5.6e-05
2435,33.5,36.1,0.0004313,3.61e-05,2.8e-06,1.07e-05,0.002379,0.000199,1.8e-05,6.6e-05
2435,36.1,38.9,0.0003225,3.01e-05,2.1e-06,8e-06,0.002166,0.000202,1.7e-05,6e-05
2435,38.9,41.9,0.0002029,2.3e-05,1.4e-06,5e-06,0.001688,0.000192,1.3e-05,4.7e-05
2435,41.9,45.1,0.0002259,2.35e-05,1.6e-06,5.6e-06,0.002275,0.000237,1.8e-05,6.4e-05
2435,45.1,48.5,0.000149,1.86e-05,1.1e-06,3.7e-06,0.001827,0.000228,1.5e-05,5.2e-05
2435,48.5,52.2,9.733e-05,1.438e-05,7e-07,2.44e-06,0.001471,0.000217,1.2e-05,4.2e-05
2435,52.2,56.1,0.0001001,1.42e-05,7e-07,2.5e-06,0.001862,0.000264,1.6e-05,5.3e-05
2435,56.1,60.3,9.107e-05,1.306e-05,6.7e-07,2.28e-06,0.002053,0.000295,1.7e-05,5.9e-05
2436,1.92,2.15,0.1413,0.0089,0.0021,0.0031,0.002018,0.000127,3.1e-05,5.3e-05
2436,2.15,2.4,0.1456,0.008,0.0014,0.0031,0.002256,0.000123,2.4e-05,5.6e-05
2436,2.4,2.67,0.1346,0.0068,0.0009,0.0029,0.002309,0.000116,1.8e-05,5.6e-05
2436,2.67,2.97,0.1293,0.006,0.001,0.0028,0.002515,0.000116,2.1e-05,6.2e-05
2436,2.97,3.29,0.1161,0.005,0.0011,0.0026,0.002564,0.000112,2.6e-05,6.4e-05
2436,3.29,3.64,0.1076,0.0044,0.0007,0.0025,0.002749,0.000112,2.1e-05,7e-05
2436,3.64,4.02,0.09244,0.00369,0.00042,0.00219,0.002777,0.000111,1.6e-05,7.2e-05
2436,4.02,4.43,0.08347,0.00314,0.00031,0.00202,0.00297,0.000112,1.5e-05,7.9e-05
2436,4.43,4.88,0.06987,0.0025,0.00026,0.00172,0.002961,0.000106,1.5e-05,7.9e-05
2436,4.88,5.37,0.05251,0.00194,0.00023,0.00132,0.002664,9.8e-05,1.5e-05,7.3e-05
2436,5.37,5.9,0.04733,0.00168,0.0002,0.00121,0.002908,0.000103,1.6e-05,8.1e-05
2436,5.9,6.47,0.03533,0.00132,0.00017,0.00091,0.002633,9.8e-05,1.5e-05,7.4e-05
2436,6.47,7.09,0.0303,0.0011,0.00017,0.00078,0.002764,0.0001,1.8e-05,7.8e-05
2436,7.09,7.76,0.02465,0.00089,0.00014,0.00064,0.002761,0.0001,1.8e-05,7.8e-05
2436,7.76,8.48,0.02087,0.00075,0.0001,0.00054,0.002861,0.000104,1.7e-05,8e-05
2436,8.48,9.26,0.0165,0.00062,0.00011,0.00042,0.002783,0.000105,2e-05,7.8e-05
2436,9.26,10.1,0.01315,0.00052,0.0001,0.00034,0.002721,0.000109,2.3e-05,7.6e-05
2436,10.1,11.0,0.01101,0.00046,8e-05,0.00028,0.002792,0.000116,2.2e-05,7.8e-05
2436,11.0,12.0,0.009363,0.000392,6.5e-05,0.000237,0.002933,0.000123,2.3e-05,8.1e-05
2436,12.0,13.0,0.007104,0.000335,4.2e-05,0.000178,0.002726,0.000129,1.8e-05,7.5e-05
2436,13.0,14.1,0.006134,0.000291,3.6e-05,0.000153,0.002876,0.000137,1.9e-05,7.9e-05
2436,14.1,15.3,0.004932,0.000244,3e-05,0.000122,0.002844,0.000141,1.9e-05,7.8e-05
2436,15.3,16.6,0.003447,0.00019,2.2e-05,8.5e-05,0.002449,0.000135,1.8e-05,6.7e-05
2436,16.6,18.0,0.003052,0.000167,2e-05,7.5e-05,0.002659,0.000145,2e-05,7.2e-05
2436,18.0,19.5,0.002383,0.000136,1.5e-05,5.8e-05,0.002565,0.000147,1.8e-05,7e-05
2436,19.5,21.1,0.00194,0.000113,1.2e-05,4.7e-05,0.002564,0.00015,1.8e-05,7e-05
2436,21.1,22.8,0.001523,9.3e-05,9e-06,3.7e-05,0.002468,0.000151,1.7e-05,6.7e-05
2436,22.8,24.7,0.00117,7.4e-05,7e-06,2.9e-05,0.002329,0.000148,1.6e-05,6.4e-05
2436,24.7,26.7,0.001051,6.6e-05,6e-06,2.6e-05,0.002589,0.000164,1.8e-05,7.1e-05
2436,26.7,28.8,0.0006877,5.14e-05,4.2e-06,1.68e-05,0.002071,0.000155,1.4e-05,5.7e-05
2436,28.8,31.1,0.0005813,4.46e-05,3.6e-06,1.43e-05,0.002139,0.000164,1.5e-05,5.9e-05
2436,31.1,33.5,0.0005456,4.2e-05,3.4e-06,1.34e-05,0.00247,0.000191,1.8e-05,6.8e-05
2436,33.5,36.1,0.0003616,3.29e-05,2.3e-06,8.9e-06,0.001988,0.000181,1.4e-05,5.5e-05
2436,36.1,38.9,0.0002997,2.88e-05,2e-06,7.4e-06,0.002004,0.000193,1.5e-05,5.6e-05
2436,38.9,41.9,0.0002564,2.58e-05,1.7e-06,6.4e-06,0.002108,0.000212,1.6e-05,5.9e-05
2436,41.9,45.1,0.000152,1.92e-05,1.1e-06,3.8e-06,0.001521,0.000192,1.2e-05,4.3e-05
2436,45.1,48.5,0.0001763,2.01e-05,1.2e-06,4.4e-06,0.002161,0.000246,1.7e-05,6.1e-05
2436,48.5,52.2,0.0001167,1.56e-05,8e-07,2.9e-06,0.001741,0.000234,1.4e-05,4.9e-05
2436,52.2,56.1,0.0001144,1.51e-05,8e-07,2.9e-06,0.002066,0.000273,1.6e-05,5.9e-05
2436,56.1,60.3,8.462e-05,1.251e-05,6.2e-07,2.12e-06,0.00188,0.000278,1.5e-05,5.4e-05
2437,1.92,2.15,0.1378,0.0092,0.0006,0.003,0.00238,0.000158,2.1e-05,6.3e-05
2437,2.15,2.4,0.1224,0.0076,0.0004,0.0026,0.002271,0.000142,1.7e-05,5.6e-05
2437,2.4,2.67,0.1279,0.0069,0.0004,0.0027,0.002583,0.000139,1.8e-05,6.3e-05
2437,2.67,2.97,0.1123,0.0058,0.0003,0.0025,0.00253,0.00013,1.6e-05,6.2e-05
2437,2.97,3.29,0.09947,0.00483,0.00027,0.00226,0.002523,0.000122,1.6e-05,6.3e-05
2437,3.29,3.64,0.08939,0.00407,0.00024,0.00206,0.002604,0.000119,1.6e-05,6.6e-05
2437,3.64,4.02,0.0834,0.00357,0.00024,0.00197,0.002812,0.00012,1.7e-05,7.3e-05
2437,4.02,4.43,0.07061,0.00294,0.00022,0.00171,0.002789,0.000116,1.7e-05,7.4e-05
2437,4.43,4.88,0.0586,0.00231,0.00019,0.00144,0.002726,0.000108,1.6e-05,7.3e-05
2437,4.88,5.37,0.04995,0.0019,0.00022,0.00125,0.002767,0.000106,1.9e-05,7.6e-05
2437,5.37,5.9,0.0397,0.00155,0.00017,0.00101,0.00264,0.000103,1.7e-05,7.3e-05
2437,5.9,6.47,0.03511,0.00132,0.00017,0.0009,0.002808,0.000106,1.9e-05,7.9e-05
2437,6.47,7.09,0.03051,0.00111,0.00016,0.00079,0.002974,0.000108,2.1e-05,8.4e-05
2437,7.09,7.76,0.02373,0.00088,0.0001,0.00061,0.00281,0.000105,1.8e-05,7.9e-05
2437,7.76,8.48,0.01966,0.00074,9e-05,0.00051,0.002848,0.000107,1.9e-05,8e-05
2437,8.48,9.26,0.0155,0.00061,8e-05,0.0004,0.002738,0.000108,2e-05,7.7e-05
2437,9.26,10.1,0.01407,0.00054,8e-05,0.00036,0.003034,0.000118,2.3e-05,8.5e-05
2437,10.1,11.0,0.01024,0.00044,6e-05,0.00026,0.002697,0.000116,2e-05,7.5e-05
2437,11.0,12.0,0.007749,0.000356,4.8e-05,0.000196,0.002504,0.000115,2e-05,6.9e-05
2437,12.0,13.0,0.006718,0.000324,4.1e-05,0.000169,0.002674,0.000129,2.1e-05,7.4e-05
2437,13.0,14.1,0.0052,0.000267,3.3e-05,0.00013,0.002508,0.000129,2e-05,6.9e-05
2437,14.1,15.3,0.004701,0.000237,3e-05,0.000116,0.002771,0.00014,2.2e-05,7.6e-05
2437,15.3,16.6,0.003609,0.000194,2.9e-05,8.9e-05,0.002623,0.000141,2.5e-05,7.2e-05
2437,16.6,18.0,0.002605,0.000154,2.3e-05,6.4e-05,0.002319,0.000137,2.4e-05,6.3e-05
2437,18.0,19.5,0.002197,0.000131,1.7e-05,5.4e-05,0.002408,0.000143,2.2e-05,6.6e-05
2437,19.5,21.1,0.001682,0.000105,1e-05,4.1e-05,0.002264,0.000142,1.8e-05,6.2e-05
2437,21.1,22.8,0.001445,9.1e-05,9e-06,3.5e-05,0.002378,0.00015,1.8e-05,6.5e-05
2437,22.8,24.7,0.001115,7.2e-05,7e-06,2.7e-05,0.002265,0.000147,1.8e-05,6.2e-05
2437,24.7,26.7,0.0008579,6e-05,5.5e-06,2.1e-05,0.002131,0.000149,1.7e-05,5.8e-05
2437,26.7,28.8,0.0005984,4.8e-05,3.6e-06,1.47e-05,0.001813,0.000145,1.4e-05,5e-05
2437,28.8,31.1,0.0006296,4.64e-05,3.7e-06,1.55e-05,0.002337,0.000173,1.8e-05,6.4e-05
2437,31.1,33.5,0.0005457,4.2e-05,3.3e-06,1.34e-05,0.002493,0.000192,1.9e-05,6.9e-05
2437,33.5,36.1,0.0004467,3.65e-05,2.8e-06,1.1e-05,0.002477,0.000203,2e-05,6.9e-05
2437,36.1,38.9,0.0003214,2.98e-05,2.1e-06,8e-06,0.002188,0.000203,1.8e-05,6.1e-05
2437,38.9,41.9,0.0002765,2.67e-05,1.9e-06,6.9e-06,0.002306,0.000223,1.9e-05,6.5e-05
2437,41.9,45.1,0.000197,2.19e-05,1.4e-06,4.9e-06,0.001981,0.00022,1.7e-05,5.6e-05
2437,45.1,48.5,0.000145,1.82e-05,1e-06,3.6e-06,0.001785,0.000224,1.5e-05,5e-05
2437,48.5,52.2,0.0001391,1.71e-05,1e-06,3.5e-06,0.002096,0.000258,1.8e-05,5.9e-05
2437,52.2,56.1,0.0001047,1.44e-05,8e-07,2.6e-06,0.001928,0.000266,1.7e-05,5.5e-05
2437,56.1,60.3,9.536e-05,1.328e-05,7e-07,2.39e-06,0.002102,0.000293,1.8e-05,6e-05
