NAME,RA,DEC,TRIGGER_TIME,T90,T90_ERROR,FLUENCE,FLUENCE_ERROR,T50,T50_ERROR,TRIGGER_NAME
GRB210305794                  ,319.814,34.577,59278.793743011,61.697,2.202,1.0467e-05,4.7392e-08,20.48,0.362,"bn210305794
"
GRB150208929                  ,350.67,34.89,57061.928687689,0.128,0.528,2.5321e-08,1.1001e-08,0.064,0.202,"bn150208929
"
GRB110101506                  ,105.5,34.58,55562.505805273,235.523,8.256,6.6288e-06,7.2346e-08,158.722,8.749,"bn110101506
"
GRB240129632                  ,108.02,34.6,60338.631510715,28.416,1.448,4.6688e-06,8.2664e-08,11.52,1.086,"bn240129632
"
GRB250709653                  ,303.29,34.66,60865.652719785,43.777,3.638,3.6048e-06,6.7483e-08,20.224,1.639,"bn250709653
"
GRB171215705                  ,19.68,34.73,58102.705155658,28.928,5.838,1.6542e-06,6.77e-08,12.288,1.846,"bn171215705
"
GRB160318342                  ,65.68,34.74,57465.34200408,12.8,3.278,8.9724e-07,3.6405e-08,5.12,1.717,"bn160318342
"
GRB120703417                  ,69.49,34.74,56111.417496392,64.513,3.083,1.1076e-05,5.1941e-08,36.609,2.064,"bn120703417
"
GRB221226698                  ,68.22,34.85,59939.697535381,128.514,1.81,2.507e-05,6.3417e-08,7.68,0.572,"bn221226698
"
GRB090207777                  ,252.7,34.9,54869.777208765,24.832,3.899,2.4073e-06,4.1724e-08,7.424,0.923,"bn090207777
"
GRB140429975                  ,338.6,34.85,56776.975483635,9.216,1.639,6.1967e-07,1.987e-08,3.328,0.724,"bn140429975
"
GRB170903534                  ,254.532,34.985,57999.534117933,25.6,1.493,3.4577e-06,2.8792e-08,13.056,0.572,"bn170903534
"
GRB171124235                  ,335.52,35.22,58081.234681767,26.177,0.923,3.6166e-06,2.1924e-08,13.504,0.231,"bn171124235
"
GRB120520949                  ,45.86,35.28,56067.948896562,5.76,1.356,4.4091e-07,1.4104e-08,3.456,0.345,"bn120520949
"
GRB200826187                  ,4.67,35.29,59087.187414012,1.136,0.132,4.2645e-06,2.245e-08,0.304,0.023,"bn200826187
"
GRB200407388                  ,182.0,35.4,58946.387887445,47.872,4.857,2.7309e-06,5.8296e-08,13.568,1.81,"bn200407388
"
GRB200915144                  ,354.66,34.95,59107.143926471,1.536,1.409,9.4676e-08,1.3349e-08,0.64,0.668,"bn200915144
"
GRB160407673                  ,226.77,35.53,57485.672532554,7.104,0.572,3.2957e-06,2.7399e-08,3.84,0.362,"bn160407673
"
GRB081003644                  ,259.1,35.4,54742.643957546,50.177,3.692,8.9963e-06,1.0815e-07,17.408,1.448,"bn081003644
"
GRB250617673                  ,354.75,35.41,60843.673071131,49.409,0.722,7.6184e-06,2.4842e-08,22.272,0.923,"bn250617673
"
GRB151227218                  ,290.284,35.415,57383.217926569,42.753,0.362,4.3508e-05,5.1397e-08,6.656,0.362,"bn151227218
"
GRB090610648                  ,84.2,35.42,54992.648216852,6.144,8.136,1.3498e-06,5.64e-08,1.28,0.724,"bn090610648
"
GRB190530430                  ,120.76,35.44,58633.429964157,18.432,0.362,0.00037062,5.2475e-08,7.424,0.362,"bn190530430
"
GRB120120432                  ,134.72,35.47,55946.431544154,32.256,6.481,1.503e-06,3.3513e-08,13.312,1.717,"bn120120432
"
GRB100216422                  ,154.3,35.5,55243.421529947,0.192,0.143,3.8763e-07,1.4576e-08,0.128,0.091,"bn100216422
"
GRB190131964                  ,42.32,35.54,58514.964301772,63.232,7.697,5.1692e-06,3.5249e-08,21.76,1.379,"bn190131964
"
GRB130623130                  ,194.61,35.51,56466.129596335,29.44,0.724,9.4523e-07,1.829e-08,28.416,0.724,"bn130623130
"
GRB171222684                  ,148.277,35.6271,58109.684149794,80.384,4.615,3.187e-06,3.7723e-08,39.424,4.536,"bn171222684
"
GRB200919569                  ,55.55,35.64,59111.568646569,2.56,0.516,3.9839e-07,2.7354e-08,1.024,0.272,"bn200919569
"
GRB170928607                  ,304.09,35.74,58024.607491491,9.216,1.864,1.2673e-06,2.5991e-08,3.328,0.81,"bn170928607
"
GRB151205657                  ,229.282,35.769,57361.656966443,56.32,13.59,1.8374e-06,4.1134e-08,19.456,2.187,"bn151205657
"
GRB110226989                  ,199.29,35.77,55618.98924922,14.08,0.923,1.8958e-06,2.5009e-08,6.4,0.724,"bn110226989
"
GRB230628734                  ,300.97,35.6,60123.733736836,47.105,2.862,5.0079e-06,5.8725e-08,14.592,1.145,"bn230628734
"
GRB140827763                  ,130.65,35.8,56896.762538632,20.992,0.362,1.2237e-05,3.1847e-08,3.328,0.362,"bn140827763
"
GRB180818179                  ,179.71,35.86,58348.179132288,4.416,1.319,4.0106e-07,3.2835e-08,2.752,0.962,"bn180818179
"
GRB240828622                  ,225.513,36.5285,60550.621606829,41.473,0.724,7.6363e-05,7.9102e-08,29.441,0.362,"bn240828622
"
GRB110904124                  ,359.69,35.9,55808.123795842,83.905,3.853,1.1098e-05,6.8514e-08,14.848,0.724,"bn110904124
"
GRB140610487                  ,199.05,35.91,56818.487057378,0.96,0.716,2.638e-07,2.7651e-08,0.192,0.466,"bn140610487
"
GRB201108645                  ,289.01,35.91,59161.644713742,68.864,2.111,2.0048e-06,2.4084e-08,50.432,0.81,"bn201108645
"
GRB200514380                  ,238.32,37.22,58983.380290785,1.664,0.607,1.7816e-07,1.0679e-08,0.448,0.286,"bn200514380
"
GRB251105782                  ,212.178,37.289,60984.781898778,29.696,2.757,1.7719e-06,3.3028e-08,11.264,1.28,"bn251105782
"
GRB130623790                  ,107.43,36.04,56466.790173439,42.241,1.863,8.6916e-06,5.4454e-08,25.088,0.724,"bn130623790
"
GRB180409346                  ,178.18,36.05,58217.346049418,13.056,0.362,4.6578e-05,9.5199e-08,7.68,0.362,"bn180409346
"
GRB110921577                  ,294.078,36.377,55825.577344576,40.705,1.81,3.361e-06,5.5937e-08,17.92,1.379,"bn110921577
"
GRB141005217                  ,291.093,36.0952,56935.217441756,3.392,0.264,2.504e-06,2.7008e-08,1.536,0.181,"bn141005217
"
GRB171213061                  ,150.38,36.11,58100.060706065,111.616,6.676,1.3198e-05,1.3366e-07,57.344,5.278,"bn171213061
"
GRB250916562                  ,26.5708,36.1652,60934.562048703,81.409,4.615,4.4994e-05,1.6251e-07,25.344,0.724,"bn250916562
"
GRB220728681                  ,5.41,36.18,59788.681010923,1.152,0.373,1.589e-07,1.0653e-08,0.256,0.091,"bn220728681
"
GRB160508290                  ,28.7,36.28,57516.290273721,11.008,1.145,1.123e-06,2.4416e-08,5.12,0.724,"bn160508290
"
GRB201216792                  ,201.487,36.3116,59199.792028231,77.312,5.184,2.077e-06,2.8771e-08,47.872,6.446,"bn201216792
"
GRB210529996                  ,230.01,36.34,59363.995568259,12.288,1.639,8.2332e-07,3.7724e-08,4.864,2.064,"bn210529996
"
GRB170805901                  ,243.97,36.38,57970.901268389,25.856,4.375,1.0111e-06,3.1948e-08,21.248,0.923,"bn170805901
"
GRB230606010                  ,166.796,36.509,60101.010163586,15.616,0.923,1.8231e-06,3.0509e-08,9.984,3.874,"bn230606010
"
GRB110124784                  ,53.83,36.35,55585.784132756,5.376,2.202,1.589e-07,1.3576e-08,1.792,0.923,"bn110124784
"
GRB110101202                  ,264.26,36.54,55562.201625914,3.584,1.493,2.4986e-07,2.8186e-08,1.024,1.086,"bn110101202
"
GRB091003191                  ,251.52,36.6247,55107.191499822,20.224,0.362,2.3315e-05,7.7664e-08,13.312,0.724,"bn091003191
"
GRB120916173                  ,205.81,36.66,56186.172693919,52.993,0.81,1.4167e-05,5.3783e-08,20.48,0.362,"bn120916173
"
GRB151222340                  ,355.18,36.7,57378.340435463,0.768,0.362,2.1354e-06,3.7061e-08,0.256,0.362,"bn151222340
"
GRB181119606                  ,86.4,37.11,58441.605753865,16.445,0.602,9.9024e-06,2.6196e-08,9.216,0.572,"bn181119606
"
GRB090228976                  ,357.6,36.7,54890.975706287,7.936,1.379,9.6376e-07,6.5781e-08,3.584,1.145,"bn090228976
"
GRB150101270                  ,312.603,36.7332,57023.270066683,0.48,0.959,7.6144e-08,1.0699e-08,0.224,0.101,"bn150101270
"
GRB090726218                  ,240.45,36.75,55038.218137375,7.68,0.724,5.2165e-07,2.0615e-08,3.84,0.572,"bn090726218
"
GRB120702891                  ,227.8,36.76,56110.891194112,35.073,4.924,1.5981e-06,5.8149e-08,15.36,2.111,"bn120702891
"
GRB120217808                  ,122.44,36.77,55974.80822421,5.888,2.862,1.7463e-06,7.7573e-08,1.536,0.572,"bn120217808
"
GRB250407659                  ,110.756,36.7979,60772.658577148,6.272,0.143,4.5797e-05,1.7873e-08,1.536,0.091,"bn250407659
"
GRB210518889                  ,192.85,36.92,59352.889096235,0.896,0.59,4.4438e-08,1.0106e-08,0.256,0.547,"bn210518889
"
GRB240405630                  ,289.65,37.79,60405.629704843,65.536,2.318,3.8839e-06,1.1759e-07,47.104,1.379,"bn240405630
"
GRB160816730                  ,322.411,37.1324,57616.729837673,11.072,0.091,3.3275e-05,1.711e-08,6.912,0.143,"bn160816730
"
GRB101008697                  ,328.875,37.0671,55477.696708436,8.96,1.846,1.3498e-06,4.3404e-08,3.072,1.557,"bn101008697
"
GRB210324468                  ,148.53,37.18,59297.468382089,31.745,1.379,6.6793e-06,4.1852e-08,15.872,0.572,"bn210324468
"
GRB100621452                  ,103.83,37.35,55368.45229467,122.626,0.923,7.6206e-06,2.829e-08,84.481,0.572,"bn100621452
"
GRB160818230                  ,163.6,37.4,57618.229786369,2.176,0.905,4.922e-07,2.1401e-08,0.256,1.032,"bn160818230
"
GRB210308276                  ,67.0764,37.4353,59281.276353142,5.437,0.602,6.6564e-06,3.1338e-08,1.28,0.362,"bn210308276
"
GRB091112928                  ,208.41,37.17,55147.927675812,21.184,0.977,4.5698e-06,4.5504e-08,9.664,0.659,"bn091112928
"
GRB190215772                  ,340.39,37.45,58529.771787907,23.296,0.81,2.1346e-05,5.4806e-08,8.448,0.362,"bn190215772
"
GRB181121401                  ,251.47,37.58,58443.400686286,0.192,0.516,3.4288e-07,1.0218e-08,0.128,0.091,"bn181121401
"
GRB200506404                  ,191.66,38.12,58975.403576165,204.548,3.482,1.3302e-05,9.5206e-08,167.171,1.145,"bn200506404
"
GRB150325696                  ,133.14,37.75,57106.695862213,0.08,0.92,8.9347e-08,1.7958e-08,0.032,0.045,"bn150325696
"
GRB240528121                  ,83.55,37.77,60458.120873076,65.024,4.924,1.7116e-06,3.4523e-08,23.808,1.846,"bn240528121
"
GRB210424694                  ,186.36,37.78,59328.69445577,5.888,2.589,1.1953e-06,3.1903e-08,1.344,0.345,"bn210424694
"
GRB250118772                  ,263.82,38.82,60693.771666279,0.272,0.633,1.3176e-07,9.1566e-09,0.048,0.023,"bn250118772
"
GRB200425701                  ,304.57,38.19,58964.701284091,7.936,0.923,9.5033e-07,1.8335e-08,2.816,1.619,"bn200425701
"
GRB100219026                  ,330.93,37.79,55246.025865278,59.712,4.955,3.4821e-06,6.9685e-08,26.88,1.336,"bn100219026
"
GRB141205337                  ,92.859,37.876,56996.337007995,1.28,0.572,1.0653e-06,1.1421e-07,0.256,0.572,"bn141205337
"
GRB170614255                  ,70.55,37.93,57918.254646443,122.626,2.429,9.2159e-06,4.5706e-08,60.417,1.619,"bn170614255
"
GRB230822992                  ,143.42,37.96,60178.992296337,0.896,0.607,5.8054e-08,1.1878e-08,0.64,0.32,"bn230822992
"
GRB191017391                  ,171.25,38.05,58773.391426691,67.841,5.724,2.0525e-05,1.5174e-07,15.104,1.145,"bn191017391
"
GRB190109217                  ,33.202,38.1081,58492.217239007,123.902,11.449,8.8645e-06,1.2476e-07,48.129,3.238,"bn190109217
"
GRB110130230                  ,111.51,38.25,55591.230469695,47.36,2.187,2.9016e-06,4.2448e-08,32.0,1.28,"bn110130230
"
GRB200622092                  ,107.52,38.28,59022.091529125,32.001,0.362,1.7817e-05,2.6789e-08,7.424,0.362,"bn200622092
"
GRB160628136                  ,87.92,38.17,57567.136357498,5.888,2.429,7.5133e-07,5.133e-08,1.792,1.379,"bn160628136
"
GRB230117211                  ,13.58,38.19,59961.211160345,44.8,2.56,2.5222e-06,4.7534e-08,9.728,1.448,"bn230117211
"
GRB091209001                  ,260.96,38.29,55174.00051965,42.945,8.035,1.0032e-05,1.9176e-07,11.392,0.771,"bn091209001
"
GRB120509619                  ,195.39,38.31,56056.619477315,0.704,1.404,1.5538e-07,1.3498e-08,0.32,0.143,"bn120509619
"
GRB150323395                  ,260.447,38.316,57104.394898249,56.321,1.084,1.9188e-05,6.8727e-08,37.377,0.923,"bn150323395
"
GRB240317454                  ,271.95,38.4,60386.454444646,35.072,2.996,2.4414e-06,6.2521e-08,14.08,1.28,"bn240317454
"
GRB160102936                  ,143.44,38.75,57389.936307817,10.496,1.145,3.021e-06,2.4188e-08,4.864,0.362,"bn160102936
"
GRB230512269                  ,295.4,38.4,60076.269275615,2.624,0.091,1.0995e-05,1.4443e-08,0.832,0.143,"bn230512269
"
GRB250723551                  ,65.35,38.41,60879.550747683,6.4,1.619,1.1058e-06,3.3543e-08,1.792,0.362,"bn250723551
"
GRB140124527                  ,64.18,38.48,56681.526749921,121.538,5.838,2.0142e-05,1.4171e-07,62.977,1.846,"bn140124527
"
GRB190531568                  ,274.17,38.86,58634.568099793,0.32,0.943,4.1299e-08,7.9092e-09,0.048,0.086,"bn190531568
"
GRB121125469                  ,177.53,38.54,56256.46860521,12.864,4.844,8.5676e-07,2.6509e-08,4.416,1.088,"bn121125469
"
GRB200502574                  ,289.5,38.58,58971.574002964,25.344,4.615,5.453e-06,5.0065e-08,9.472,1.056,"bn200502574
"
GRB240615744                  ,326.141,38.5948,60476.744271446,0.096,0.051,1.5293e-06,6.7668e-09,0.016,0.023,"bn240615744
"
GRB240608126                  ,144.81,38.6,60469.125768928,16.637,1.379,1.7606e-06,2.0591e-08,6.144,0.572,"bn240608126
"
GRB081105614                  ,215.8,38.7,54775.613788048,1.28,1.368,2.748e-07,1.8363e-08,0.128,0.091,"bn081105614
"
GRB241201564                  ,333.26,38.75,60645.563896132,91.65,11.056,1.0868e-06,4.7309e-08,67.073,4.222,"bn241201564
"
GRB110920338                  ,87.57,38.76,55824.338384373,9.728,0.81,2.6866e-06,2.0471e-08,3.584,0.362,"bn110920338
"
GRB240908574                  ,43.08,39.59,60561.573666057,1.28,1.056,8.9231e-08,1.0242e-08,0.192,0.143,"bn240908574
"
GRB171202113                  ,103.03,38.72,58089.112810856,81.152,3.62,1.0817e-05,7.8472e-08,45.056,1.086,"bn171202113
"
GRB180504136                  ,220.23,38.72,58242.136039701,25.345,0.923,1.3839e-05,3.3061e-08,9.984,0.572,"bn180504136
"
GRB140626843                  ,120.81,38.78,56834.84322046,1.792,1.056,9.93e-07,3.7771e-08,0.768,0.362,"bn140626843
"
GRB140521184                  ,308.73,38.86,56798.184168327,46.592,3.328,2.7483e-06,3.8526e-08,24.832,1.81,"bn140521184
"
GRB171017823                  ,185.34,38.9,58043.822722595,86.272,2.202,5.0024e-06,3.1181e-08,38.144,1.448,"bn171017823
"
GRB190129539                  ,122.85,39.11,58512.538688368,9.984,5.62,2.8523e-05,5.354e-07,5.376,0.572,"bn190129539
"
GRB161227498                  ,79.5,39.15,57749.498127478,2.56,1.68,1.0216e-06,2.5799e-08,0.704,0.231,"bn161227498
"
GRB091107635                  ,182.35,38.94,55142.634717935,11.008,10.546,9.3274e-07,4.0412e-08,2.048,0.572,"bn091107635
"
GRB150211239                  ,336.56,38.98,57064.239083655,18.432,6.481,8.6981e-07,6.0518e-08,5.888,2.636,"bn150211239
"
GRB201231622                  ,124.62,39.06,59214.622025487,0.256,0.5,1.2306e-07,1.5924e-08,0.064,0.143,"bn201231622
"
GRB160910722                  ,221.442,39.0668,57641.721980953,24.32,0.362,7.966e-05,2.5309e-08,3.584,0.362,"bn160910722
"
GRB210903077                  ,178.57,39.07,59460.076590152,15.872,3.727,1.3713e-06,4.3788e-08,7.168,2.521,"bn210903077
"
GRB251214387                  ,346.285,41.019,61023.387181834,4.608,3.415,3.5519e-07,5.402e-08,1.024,1.619,"bn251214387
"
GRB180715087                  ,331.19,39.17,58314.086973099,5.12,3.083,3.682e-07,3.6939e-08,1.792,1.145,"bn180715087
"
GRB130924910                  ,78.59,39.26,56559.910435645,1.792,3.167,3.4693e-07,3.9515e-08,0.768,0.572,"bn130924910
"
GRB181020424                  ,226.13,39.26,58411.424292857,13.312,4.857,1.7652e-06,3.897e-08,5.632,0.923,"bn181020424
"
GRB151211672                  ,262.49,39.26,57367.671927315,40.897,1.493,6.2979e-06,3.3629e-08,21.76,0.81,"bn151211672
"
GRB201008754                  ,90.79,39.32,59130.754177503,55.041,7.282,4.9568e-06,8.067e-08,20.992,1.95,"bn201008754
"
GRB180818520                  ,104.235,39.329,58348.520106987,169.216,6.987,3.2753e-06,4.5139e-08,116.992,1.95,"bn180818520
"
GRB101112924                  ,292.218,39.359,55512.923986684,9.472,2.996,2.2595e-06,7.7053e-08,1.792,0.572,"bn101112924
"
GRB240403149                  ,225.83,39.16,60403.14856953,14.592,1.448,1.3116e-06,3.0325e-08,7.168,1.28,"bn240403149
"
GRB150819440                  ,59.386,39.701,57253.439808993,0.96,0.091,8.1172e-06,2.416e-08,0.576,0.091,"bn150819440
"
GRB160228034                  ,32.21,39.38,57446.033940869,16.128,3.338,7.1933e-07,1.9855e-08,3.584,0.724,"bn160228034
"
GRB201104622                  ,225.75,39.42,59157.622466019,0.96,0.547,5.2691e-08,1.853e-08,0.832,0.842,"bn201104622
"
GRB180513815                  ,225.44,39.45,58251.815302543,20.48,8.386,1.6211e-06,1.2065e-07,10.24,2.919,"bn180513815
"
GRB140224788                  ,23.74,39.48,56712.788423892,17.152,1.846,2.4179e-06,6.2818e-08,6.144,1.379,"bn140224788
"
GRB090428441                  ,210.1,39.5,54949.440722951,3.968,1.506,1.04e-06,6.2717e-08,1.152,0.716,"bn090428441
"
GRB250909107                  ,78.84,39.52,60927.106584291,33.277,1.557,4.8822e-06,5.6518e-08,11.52,0.81,"bn250909107
"
GRB190504415                  ,70.49,39.57,58607.4149792,77.568,4.238,2.8176e-06,3.9297e-08,33.28,2.187,"bn190504415
"
GRB190808752                  ,168.05,39.71,58703.752285092,31.233,0.572,1.3131e-05,3.5682e-08,10.752,0.724,"bn190808752
"
GRB161121186                  ,130.39,39.73,57713.185848375,0.128,0.64,2.5271e-08,1.2519e-08,0.064,0.487,"bn161121186
"
GRB170723882                  ,212.58,39.83,57957.882155696,5.376,3.727,5.5371e-07,4.5491e-08,1.792,0.724,"bn170723882
"
GRB100923844                  ,106.12,39.6,55462.843873489,51.713,5.838,3.9168e-06,5.1198e-08,9.984,0.923,"bn100923844
"
GRB230718188                  ,185.58,39.86,60143.187527231,24.832,5.655,7.2441e-07,2.5252e-08,6.4,1.379,"bn230718188
"
GRB220211047                  ,207.17,39.97,59621.047093486,0.448,0.466,1.555e-07,2.8082e-08,0.128,0.286,"bn220211047
"
GRB081122520                  ,339.1,40.0,54792.519585779,23.296,2.111,7.5441e-06,7.8542e-08,13.568,0.362,"bn081122520
"
GRB120105584                  ,203.69,40.07,55931.583748859,22.528,2.202,1.4675e-06,3.5385e-08,6.4,1.864,"bn120105584
"
GRB110705151                  ,156.024,40.099,55747.150832616,0.192,0.036,2.8451e-06,2.5068e-08,0.128,0.023,"bn110705151
"
GRB141222691                  ,97.43,40.13,57013.69062894,34.049,0.724,2.3313e-05,3.4125e-08,16.384,0.362,"bn141222691
"
GRB240411073                  ,242.59,40.58,60411.072899091,3.52,0.091,1.7369e-06,1.1318e-08,0.96,0.181,"bn240411073
"
GRB151022577                  ,110.37,40.23,57317.577107513,0.32,0.648,2.7708e-07,2.0922e-08,0.064,0.072,"bn151022577
"
GRB220310933                  ,290.069,40.253,59648.933234106,16.384,4.7,7.1838e-07,6.0341e-08,7.424,2.896,"bn220310933
"
GRB140714268                  ,220.99,40.31,56852.268002598,132.098,2.29,1.8523e-05,3.1383e-08,12.288,1.448,"bn140714268
"
GRB190427190                  ,280.213,40.322,58600.190452323,0.368,0.072,5.3434e-07,1.2241e-08,0.064,0.082,"bn190427190
"
GRB110916016                  ,4.11,40.36,55820.015991299,1.792,1.993,4.2261e-07,6.4902e-08,0.704,0.551,"bn110916016
"
GRB090422150                  ,294.7,40.4,54943.149503088,9.216,0.362,4.587e-07,3.4354e-08,8.448,0.362,"bn090422150
"
GRB190407672                  ,181.82,40.61,58580.671834404,17.664,3.367,1.7315e-06,2.9346e-08,4.864,0.923,"bn190407672
"
GRB200313456                  ,202.17,40.5,58921.456390395,5.184,4.362,8.5225e-07,3.8453e-08,0.832,0.389,"bn200313456
"
GRB120713226                  ,161.68,40.66,56121.226031702,13.824,3.435,1.1304e-06,1.0662e-07,5.888,3.482,"bn120713226
"
GRB111208353                  ,290.15,40.669,55903.352902648,40.961,4.345,3.258e-06,3.871e-08,11.264,2.29,"bn111208353
"
GRB170604603                  ,340.44,40.67,57908.602836647,0.32,0.143,1.6719e-06,1.1848e-08,0.192,0.091,"bn170604603
"
GRB080802386                  ,154.3,40.7,54680.385538512,0.576,0.091,3.9772e-07,6.852e-09,0.448,0.091,"bn080802386
"
GRB240205662                  ,212.28,40.8,60345.662480704,0.192,1.86,6.885e-08,6.1056e-09,0.064,0.143,"bn240205662
"
GRB130219775                  ,303.73,40.83,56342.774904296,96.129,0.405,2.8469e-05,7.3336e-08,9.536,0.272,"bn130219775
"
GRB251202077                  ,122.119,40.6125,61011.076994283,43.008,2.896,9.114e-06,7.8162e-08,10.752,1.619,"bn251202077
"
GRB170829674                  ,326.59,40.65,57994.673647658,81.152,4.636,6.8712e-06,5.5618e-08,35.328,0.923,"bn170829674
"
GRB100614498                  ,224.76,40.87,55361.498186414,172.291,12.447,1.9632e-05,3.2612e-07,72.193,5.346,"bn100614498
"
GRB220902438                  ,30.55,40.89,59824.437504329,15.872,3.238,1.1727e-06,4.2305e-08,5.12,1.145,"bn220902438
"
GRB150917148                  ,37.89,40.89,57282.148272256,7.424,2.521,8.4935e-07,3.8438e-08,3.584,1.056,"bn150917148
"
GRB230818977                  ,285.89,40.895,60174.977492741,9.981,0.64,3.6981e-06,1.7908e-08,2.688,0.091,"bn230818977
"
GRB110709642                  ,238.9,40.9,55751.641983422,43.201,0.405,3.6852e-05,6.188e-08,19.648,0.231,"bn110709642
"
GRB190603795                  ,20.08,40.91,58637.79474518,22.528,4.291,1.7627e-06,6.6958e-08,10.752,1.145,"bn190603795
"
GRB130118482                  ,278.3,40.98,56310.481589811,21.568,14.999,8.2779e-07,3.7667e-08,6.4,1.231,"bn130118482
"
GRB230621990                  ,337.4,41.22,60116.989870675,32.769,2.318,1.5544e-05,6.1108e-08,15.104,0.572,"bn230621990
"
GRB160804775                  ,72.17,41.28,57604.774514692,151.808,6.446,8.8151e-06,5.1816e-08,65.28,3.114,"bn160804775
"
GRB100525744                  ,251.82,41.04,55341.744040295,1.472,1.974,6.4408e-07,9.4815e-08,0.576,0.462,"bn100525744
"
GRB250223679                  ,262.62,41.04,60729.679400174,33.281,2.187,1.78e-06,2.3283e-08,11.52,9.476,"bn250223679
"
GRB170717952                  ,337.69,41.11,57951.952337386,11.776,1.864,6.7196e-07,3.4959e-08,3.84,1.379,"bn170717952
"
GRB121011469                  ,260.2,41.137,56211.469047417,65.793,4.382,3.9843e-06,3.626e-08,18.176,1.305,"bn121011469
"
GRB230919707                  ,58.19,41.17,60206.707220568,2.944,0.834,1.5303e-06,2.2249e-08,0.96,0.091,"bn230919707
"
GRB250715621                  ,205.45,41.2,60871.621048991,39.105,1.864,4.1637e-06,3.3892e-08,30.209,0.572,"bn250715621
"
GRB090126245                  ,224.9,41.2,54857.244834893,0.96,0.231,3.5767e-07,1.9341e-08,0.64,0.143,"bn090126245
"
GRB120224282                  ,118.42,41.34,55981.282274567,60.929,3.093,9.1226e-06,2.0494e-07,44.033,1.379,"bn120224282
"
GRB240930721                  ,319.933,41.3002,60583.720857836,64.513,0.923,1.2971e-05,3.7925e-08,34.305,0.572,"bn240930721
"
GRB100718796                  ,298.47,41.43,55395.796094642,38.656,8.002,2.5348e-06,3.9787e-08,12.544,1.28,"bn100718796
"
GRB120605453                  ,243.61,41.51,56083.452961848,18.112,1.086,3.2531e-06,5.4174e-08,3.389,1.557,"bn120605453
"
GRB170310883                  ,156.68,41.56,57822.883144015,18.176,2.29,1.5359e-06,5.4347e-08,6.656,1.145,"bn170310883
"
GRB200128153                  ,158.65,41.57,58876.152844618,0.576,0.181,4.2773e-07,9.5686e-09,0.128,0.091,"bn200128153
"
GRB220624431                  ,97.78,41.64,59754.430836043,20.224,2.919,3.0838e-06,5.3496e-08,6.912,0.81,"bn220624431
"
GRB180722993                  ,55.35,41.7,58321.992518119,86.53,1.056,3.4319e-05,6.0247e-08,36.097,0.572,"bn180722993
"
GRB110107886                  ,299.13,42.04,55568.886016187,183.555,24.407,1.3156e-05,1.2414e-07,81.665,11.801,"bn110107886
"
GRB210915630                  ,155.78,41.71,59472.630256911,33.536,3.665,8.4818e-07,2.8975e-08,20.48,2.187,"bn210915630
"
GRB220114168                  ,44.34,41.76,59593.168248,8.192,4.36,2.0976e-06,6.1227e-08,2.304,0.572,"bn220114168
"
GRB190720613                  ,202.72,41.78,58684.612613238,6.144,0.572,2.5587e-05,1.3938e-08,2.304,0.362,"bn190720613
"
GRB170403707                  ,246.04,41.81,57846.706634792,14.016,1.145,5.8878e-06,4.2493e-08,4.608,0.362,"bn170403707
"
GRB161026373                  ,67.7,41.85,57687.373105102,0.112,0.21,1.4382e-07,1.599e-08,0.048,0.051,"bn161026373
"
GRB111010709                  ,69.8,41.88,55844.708741764,52.993,0.923,1.2556e-05,5.2485e-08,35.84,0.572,"bn111010709
"
GRB150502435                  ,241.46,42.06,57144.434666244,109.314,6.676,2.5476e-05,9.2295e-08,36.865,0.923,"bn150502435
"
GRB220104167                  ,197.84,42.07,59583.167391247,2.624,0.779,2.7289e-07,1.8242e-08,1.152,0.32,"bn220104167
"
GRB130204484                  ,105.64,41.92,56327.483931755,0.192,0.091,2.8086e-07,1.094e-08,0.128,0.091,"bn130204484
"
GRB220316476                  ,222.91,41.96,59654.476132813,48.129,0.572,6.4669e-06,2.6915e-08,23.552,0.572,"bn220316476
"
GRB250804485                  ,114.09,42.02,60891.484762523,0.16,0.552,1.0774e-07,8.217e-09,0.032,0.045,"bn250804485
"
GRB110903009                  ,164.21,42.08,55807.009100618,27.133,0.571,1.3202e-05,4.2336e-08,19.968,0.362,"bn110903009
"
GRB201221963                  ,171.059,42.1432,59204.9628973,0.144,0.066,6.3567e-07,2.3558e-08,0.08,0.036,"bn201221963
"
GRB190505051                  ,335.39,42.18,58608.05149687,0.032,0.025,1.9762e-07,7.916e-09,0.016,0.011,"bn190505051
"
GRB211223350                  ,287.62,42.22,59571.349563166,57.088,4.971,1.6973e-06,3.2324e-08,26.112,3.093,"bn211223350
"
GRB200402403                  ,50.54,42.26,58941.402522088,55.809,5.473,5.2406e-06,5.8322e-08,15.616,1.086,"bn200402403
"
GRB171025213                  ,232.66,42.35,58051.213126691,6.4,3.482,3.1286e-07,2.6294e-08,2.56,0.923,"bn171025213
"
GRB160623209                  ,315.24,42.27,57562.208729468,107.776,8.693,3.9564e-06,6.8702e-08,50.944,4.471,"bn160623209
"
GRB190804792                  ,97.77,42.31,58699.792100908,8.448,2.36,2.2617e-06,3.7715e-08,2.56,0.572,"bn190804792
"
GRB091109895                  ,247.72,42.31,55144.894907548,30.977,4.58,2.0198e-06,4.1883e-08,20.224,2.064,"bn091109895
"
GRB100902990                  ,306.04,42.31,55441.989805822,22.272,3.338,2.1068e-06,4.1365e-08,8.704,1.305,"bn100902990
"
