NAME,RA,DEC,TRIGGER_TIME,T90,T90_ERROR,FLUENCE,FLUENCE_ERROR,T50,T50_ERROR,TRIGGER_NAME
GRB210715866                  ,322.3,6.6,59410.86563203,0.384,0.543,6.0801e-07,1.6813e-08,0.32,0.181,"bn210715866
"
GRB170726794                  ,297.78,6.62,57960.79374972,78.08,1.864,7.6782e-06,5.2996e-08,29.696,2.187,"bn170726794
"
GRB190321363                  ,315.7,6.62,58563.362891872,55.809,1.619,6.5899e-06,5.399e-08,17.664,1.619,"bn190321363
"
GRB160609690                  ,24.35,44.95,57548.689775881,1.6,1.145,5.1506e-08,1.5773e-08,0.448,0.547,"bn160609690
"
GRB200219413                  ,299.13,6.65,58898.412669881,9.984,1.305,2.8194e-06,3.4604e-08,2.304,0.572,"bn200219413
"
GRB241212390                  ,44.3,6.55,60656.390146542,39.421,4.222,3.0384e-06,2.4004e-08,16.896,0.572,"bn241212390
"
GRB151229486                  ,346.49,6.91,57385.486185977,0.16,0.202,1.4629e-07,1.0623e-08,0.064,0.072,"bn151229486
"
GRB190106866                  ,345.62,6.71,58489.866093472,11.773,0.571,1.5272e-05,3.106e-08,4.096,0.362,"bn190106866
"
GRB160527080                  ,218.43,6.68,57535.080293089,25.344,4.558,1.6598e-06,4.6522e-08,9.472,1.145,"bn160527080
"
GRB190719499                  ,98.61,6.7,58683.49851,54.529,2.064,4.0315e-06,3.1983e-08,17.92,1.086,"bn190719499
"
GRB221013029                  ,246.25,6.71,59865.02940084,35.069,2.36,2.8142e-06,3.6438e-08,13.056,1.145,"bn221013029
"
GRB241115755                  ,31.75,44.97,60629.755161663,70.654,2.064,3.9807e-06,3.1146e-08,29.184,2.064,"bn241115755
"
GRB110625881                  ,286.73,6.755,55737.880766618,26.881,0.572,6.5479e-05,1.0112e-07,14.08,0.362,"bn110625881
"
GRB260127744                  ,231.857,6.758,61067.743839526,36.352,11.363,3.7195e-06,1.3134e-07,7.552,1.882,"bn260127744
"
GRB130217688                  ,96.72,6.8,56340.688415729,14.848,2.202,1.1003e-06,5.4501e-08,4.608,2.29,"bn130217688
"
GRB240710717                  ,285.28,7.53,60501.71651861,20.224,1.056,1.989e-06,3.7946e-08,7.424,2.828,"bn240710717
"
GRB160625945                  ,308.597,6.9196,57564.944632817,453.385,0.572,0.00064256,1.8454e-07,12.032,0.362,"bn160625945
"
GRB150203173                  ,98.3993,6.9532,57056.173033133,25.6,3.238,1.8639e-06,6.2777e-08,15.872,1.28,"bn150203173
"
GRB180401280                  ,126.66,6.97,58209.279673418,33.792,2.919,5.3859e-06,7.7737e-08,7.424,0.923,"bn180401280
"
GRB100924165                  ,0.672,7.004,55463.165374044,9.024,0.362,3.3297e-06,3.8036e-08,3.776,0.231,"bn100924165
"
GRB120412920                  ,38.91,7.06,56029.919913931,101.182,4.871,7.0289e-06,5.267e-08,11.264,0.572,"bn120412920
"
GRB251105195                  ,69.57,7.06,60984.195212978,65.281,2.896,1.0786e-05,7.2199e-08,21.504,0.724,"bn251105195
"
GRB241209769                  ,53.12,7.62,60653.768561344,15.872,1.305,7.8601e-07,1.4811e-08,9.728,0.572,"bn241209769
"
GRB110706977                  ,347.47,7.11,55748.976983939,33.217,4.007,6.5541e-06,4.4729e-08,6.912,0.362,"bn110706977
"
GRB200920831                  ,158.01,7.12,59112.831245025,0.384,0.968,1.403e-06,2.7986e-08,0.256,0.143,"bn200920831
"
GRB140818229                  ,199.563,6.9225,56887.229272249,109.25,0.932,2.9501e-05,6.4576e-08,24.256,0.272,"bn140818229
"
GRB210927031                  ,236.37,7.8,59484.030530771,1.088,0.771,1.6839e-07,1.6536e-08,0.064,0.264,"bn210927031
"
GRB090807832                  ,326.9,7.23,55050.831933071,17.92,2.757,1.3418e-06,2.5428e-08,8.192,2.573,"bn090807832
"
GRB230408442                  ,277.06,7.15,60042.441509841,4.544,0.746,4.7259e-07,1.1112e-08,1.088,0.202,"bn230408442
"
GRB120624309                  ,4.773,7.167,56102.308626613,0.64,0.16,5.14e-06,7.6071e-08,0.16,0.072,"bn120624309
"
GRB170916700                  ,98.43,7.17,58012.699668192,5.12,0.923,1.0134e-06,8.5071e-08,2.56,0.923,"bn170916700
"
GRB170912985                  ,83.57,7.2,58008.984868895,0.48,1.0,1.4207e-07,2.1381e-08,0.064,0.072,"bn170912985
"
GRB140219824                  ,158.2,7.2,56707.823984271,77.056,2.996,2.8449e-06,4.254e-08,46.848,1.639,"bn140219824
"
GRB180618724                  ,317.19,7.21,58287.723683475,130.05,1.28,1.8649e-05,5.2701e-08,49.153,1.056,"bn180618724
"
GRB161214722                  ,3.85,7.342,57736.722352145,22.528,1.619,3.1127e-06,3.7162e-08,8.96,0.572,"bn161214722
"
GRB080818945                  ,98.1,7.4,54696.945012489,13.376,0.41,1.7392e-06,2.4448e-08,6.08,0.466,"bn080818945
"
GRB180610568                  ,287.78,7.43,58279.568373968,8.448,0.81,1.1805e-06,2.0017e-08,1.792,0.362,"bn180610568
"
GRB251012616                  ,291.62,7.46,60960.61559265,0.576,1.231,1.0675e-07,7.9847e-09,0.064,0.091,"bn251012616
"
GRB161014522                  ,332.648,7.4686,57675.521711962,36.609,1.493,6.0981e-06,4.6691e-08,13.824,0.572,"bn161014522
"
GRB101207536                  ,175.75,8.72,55537.535894839,61.441,3.727,6.6485e-06,7.1788e-08,34.817,0.572,"bn101207536
"
GRB200301320                  ,320.14,7.5,58909.319980959,18.176,1.145,1.0224e-05,2.5939e-08,5.632,0.572,"bn200301320
"
