date YYY-MM-DD,rigidity_min GV,rigidity_max GV,electron_flux m^-2sr^-1s^-1GV^-1,electron_flux_error_statistical m^-2sr^-1s^-1GV^-1,electron_flux_error_timedependent m^-2sr^-1s^-1GV^-1
22.8,41.9,0.006125,0.000177,6.1e-05,9.1e-05
1.0,1.71,23.37,0.42,0.47,0.68
1.71,2.97,11.03,0.09,0.17,0.23
2.97,4.02,4.762,0.047,0.048,0.078
4.02,5.9,2.061,0.018,0.021,0.031
5.9,7.09,0.9093,0.0123,0.0091,0.0135
7.09,8.48,0.5322,0.0081,0.0053,0.0079
8.48,11.0,0.2723,0.0041,0.0027,0.004
11.0,16.6,0.09467,0.00153,0.00095,0.00141
16.6,22.8,0.0276,0.00067,0.00028,0.00041
22.8,41.9,0.006371,0.000154,6.4e-05,9.5e-05
1.0,1.71,22.63,0.43,0.45,0.66
1.71,2.97,11.06,0.08,0.17,0.23
2.97,4.02,4.797,0.046,0.048,0.079
4.02,5.9,2.022,0.017,0.02,0.03
5.9,7.09,0.9042,0.0118,0.009,0.0134
7.09,8.48,0.5383,0.0079,0.0054,0.008
8.48,11.0,0.2687,0.004,0.0027,0.004
11.0,16.6,0.09009,0.00144,0.0009,0.00134
16.6,22.8,0.02844,0.00066,0.00028,0.00042
22.8,41.9,0.006115,0.000146,6.1e-05,9.1e-05
1.0,1.71,22.91,0.46,0.46,0.66
1.71,2.97,10.81,0.08,0.16,0.23
2.97,4.02,4.762,0.046,0.048,0.078
4.02,5.9,2.042,0.017,0.02,0.03
5.9,7.09,0.8956,0.0118,0.009,0.0133
7.09,8.48,0.5174,0.0077,0.0052,0.0077
8.48,11.0,0.2678,0.004,0.0027,0.004
11.0,16.6,0.09174,0.00146,0.00092,0.00136
16.6,22.8,0.02681,0.00064,0.00027,0.0004
22.8,41.9,0.006123,0.000146,6.1e-05,9.1e-05
1.0,1.71,22.87,0.43,0.46,0.66
1.71,2.97,10.85,0.08,0.16,0.23
2.97,4.02,4.741,0.046,0.047,0.078
4.02,5.9,2.084,0.018,0.021,0.031
5.9,7.09,0.9228,0.012,0.0092,0.0137
7.09,8.48,0.5443,0.0079,0.0054,0.0081
8.48,11.0,0.2713,0.004,0.0027,0.004
11.0,16.6,0.08861,0.00142,0.00089,0.00132
16.6,22.8,0.02701,0.00064,0.00027,0.0004
22.8,41.9,0.006179,0.000147,6.2e-05,9.2e-05
1.0,1.71,23.01,0.44,0.46,0.67
1.71,2.97,10.96,0.08,0.16,0.23
2.97,4.02,4.814,0.045,0.048,0.079
4.02,5.9,2.055,0.017,0.021,0.031
5.9,7.09,0.9234,0.012,0.0092,0.0137
7.09,8.48,0.5174,0.0078,0.0052,0.0077
8.48,11.0,0.2705,0.004,0.0027,0.004
11.0,16.6,0.09181,0.00147,0.00092,0.00136
16.6,22.8,0.02586,0.00063,0.00026,0.00038
22.8,41.9,0.006085,0.000148,6.1e-05,9e-05
1.0,1.71,23.61,0.44,0.47,0.68
1.71,2.97,11.14,0.08,0.17,0.24
2.97,4.02,4.815,0.046,0.048,0.079
4.02,5.9,2.081,0.018,0.021,0.031
5.9,7.09,0.934,0.0128,0.0093,0.0139
7.09,8.48,0.5258,0.0084,0.0053,0.0078
8.48,11.0,0.2723,0.0043,0.0027,0.004
11.0,16.6,0.09058,0.00156,0.00091,0.00135
16.6,22.8,0.02671,0.00069,0.00027,0.0004
22.8,41.9,0.006298,0.000161,6.3e-05,9.4e-05
1.0,1.71,23.51,0.46,0.47,0.68
1.71,2.97,11.09,0.08,0.17,0.24
2.97,4.02,4.743,0.045,0.047,0.078
4.02,5.9,2.045,0.017,0.02,0.03
5.9,7.09,0.928,0.012,0.0093,0.0138
7.09,8.48,0.5163,0.0077,0.0052,0.0077
8.48,11.0,0.2734,0.004,0.0027,0.0041
11.0,16.6,0.09051,0.00144,0.00091,0.00135
16.6,22.8,0.02664,0.00064,0.00027,0.0004
22.8,41.9,0.005939,0.000144,5.9e-05,8.8e-05
1.0,1.71,23.51,0.49,0.47,0.68
1.71,2.97,11.03,0.09,0.17,0.23
2.97,4.02,4.918,0.046,0.049,0.081
4.02,5.9,2.069,0.017,0.021,0.031
5.9,7.09,0.9358,0.012,0.0094,0.0139
7.09,8.48,0.5211,0.0078,0.0052,0.0077
8.48,11.0,0.2643,0.0039,0.0026,0.0039
11.0,16.6,0.09222,0.00146,0.00092,0.00137
16.6,22.8,0.02613,0.00063,0.00026,0.00039
22.8,41.9,0.006085,0.000146,6.1e-05,9e-05
1.0,1.71,22.65,0.55,0.45,0.66
1.71,2.97,11.13,0.08,0.17,0.24
2.97,4.02,4.761,0.045,0.048,0.078
4.02,5.9,2.061,0.017,0.021,0.031
5.9,7.09,0.9201,0.0118,0.0092,0.0137
7.09,8.48,0.5238,0.0077,0.0052,0.0078
8.48,11.0,0.2769,0.004,0.0028,0.0041
11.0,16.6,0.09268,0.00145,0.00093,0.00138
16.6,22.8,0.02798,0.00065,0.00028,0.00042
22.8,41.9,0.006051,0.000145,6.1e-05,9e-05
1.0,1.71,23.41,0.47,0.47,0.68
1.71,2.97,11.17,0.08,0.17,0.24
2.97,4.02,4.812,0.046,0.048,0.079
4.02,5.9,2.053,0.017,0.021,0.031
5.9,7.09,0.9054,0.0118,0.0091,0.0135
7.09,8.48,0.5404,0.0079,0.0054,0.008
8.48,11.0,0.2745,0.004,0.0027,0.0041
11.0,16.6,0.09378,0.00146,0.00094,0.00139
16.6,22.8,0.02759,0.00065,0.00028,0.00041
22.8,41.9,0.006112,0.000146,6.1e-05,9.1e-05
1.0,1.71,23.7,0.45,0.47,0.69
1.71,2.97,11.15,0.08,0.17,0.24
2.97,4.02,4.881,0.045,0.049,0.08
4.02,5.9,2.061,0.017,0.021,0.031
5.9,7.09,0.9214,0.0119,0.0092,0.0137
7.09,8.48,0.5268,0.0078,0.0053,0.0078
8.48,11.0,0.2735,0.004,0.0027,0.0041
11.0,16.6,0.09378,0.00146,0.00094,0.00139
16.6,22.8,0.02593,0.00063,0.00026,0.00039
22.8,41.9,0.005974,0.000144,6e-05,8.9e-05
1.0,1.71,24.08,0.44,0.48,0.7
1.71,2.97,11.12,0.09,0.17,0.24
2.97,4.02,4.847,0.046,0.048,0.079
4.02,5.9,2.063,0.018,0.021,0.031
5.9,7.09,0.9273,0.012,0.0093,0.0138
7.09,8.48,0.5417,0.0079,0.0054,0.0081
8.48,11.0,0.2614,0.0039,0.0026,0.0039
11.0,16.6,0.09081,0.00145,0.00091,0.00135
16.6,22.8,0.02578,0.00063,0.00026,0.00038
22.8,41.9,0.006418,0.00015,6.4e-05,9.5e-05
1.0,1.71,23.56,0.48,0.47,0.68
1.71,2.97,11.21,0.08,0.17,0.24
2.97,4.02,4.849,0.045,0.048,0.08
4.02,5.9,2.092,0.017,0.021,0.031
5.9,7.09,0.9154,0.0118,0.0092,0.0136
7.09,8.48,0.5203,0.0077,0.0052,0.0077
8.48,11.0,0.2718,0.004,0.0027,0.004
11.0,16.6,0.09234,0.00146,0.00092,0.00137
16.6,22.8,0.02685,0.00064,0.00027,0.0004
22.8,41.9,0.006361,0.000149,6.4e-05,9.5e-05
1.0,1.71,22.27,0.39,0.45,0.65
1.71,2.97,11.12,0.09,0.17,0.24
2.97,4.02,4.865,0.046,0.049,0.08
4.02,5.9,2.093,0.018,0.021,0.031
5.9,7.09,0.9383,0.012,0.0094,0.0139
7.09,8.48,0.5295,0.0078,0.0053,0.0079
8.48,11.0,0.2806,0.004,0.0028,0.0042
11.0,16.6,0.09121,0.00144,0.00091,0.00136
16.6,22.8,0.02694,0.00064,0.00027,0.0004
22.8,41.9,0.006201,0.000147,6.2e-05,9.2e-05
1.0,1.71,23.18,0.49,0.46,0.67
1.71,2.97,11.14,0.08,0.17,0.24
2.97,4.02,4.77,0.045,0.048,0.078
4.02,5.9,2.097,0.017,0.021,0.031
5.9,7.09,0.9323,0.012,0.0093,0.0139
7.09,8.48,0.5279,0.0078,0.0053,0.0078
8.48,11.0,0.2711,0.004,0.0027,0.004
11.0,16.6,0.09138,0.00144,0.00091,0.00136
16.6,22.8,0.02633,0.00063,0.00026,0.00039
22.8,41.9,0.006275,0.000148,6.3e-05,9.3e-05
1.0,1.71,21.13,0.5,0.42,0.61
1.71,2.97,11.07,0.08,0.17,0.23
2.97,4.02,4.81,0.046,0.048,0.079
4.02,5.9,2.064,0.017,0.021,0.031
5.9,7.09,0.9471,0.012,0.0095,0.0141
7.09,8.48,0.5181,0.0077,0.0052,0.0077
8.48,11.0,0.2686,0.004,0.0027,0.004
11.0,16.6,0.09099,0.00144,0.00091,0.00135
16.6,22.8,0.02694,0.00064,0.00027,0.0004
22.8,41.9,0.005908,0.000143,5.9e-05,8.8e-05
1.0,1.71,22.97,0.71,0.46,0.67
1.71,2.97,10.83,0.1,0.16,0.23
2.97,4.02,4.827,0.06,0.048,0.079
4.02,5.9,2.063,0.026,0.021,0.031
5.9,7.09,0.9372,0.0194,0.0094,0.0139
7.09,8.48,0.5145,0.0127,0.0051,0.0076
8.48,11.0,0.2763,0.0067,0.0028,0.0041
11.0,16.6,0.09077,0.00247,0.00091,0.00135
16.6,22.8,0.02597,0.00111,0.00026,0.00039
22.8,41.9,0.006121,0.000253,6.1e-05,9.1e-05
1.0,1.71,22.18,0.8,0.44,0.64
1.71,2.97,10.94,0.13,0.16,0.23
2.97,4.02,4.898,0.07,0.049,0.08
4.02,5.9,2.006,0.025,0.02,0.03
5.9,7.09,0.9337,0.0174,0.0093,0.0139
7.09,8.48,0.5241,0.0112,0.0052,0.0078
8.48,11.0,0.2719,0.0057,0.0027,0.004
11.0,16.6,0.08926,0.00205,0.00089,0.00133
16.6,22.8,0.02605,0.0009,0.00026,0.00039
22.8,41.9,0.005854,0.000202,5.9e-05,8.7e-05
1.0,1.71,23.21,0.53,0.46,0.67
1.71,2.97,10.93,0.08,0.16,0.23
2.97,4.02,4.691,0.044,0.047,0.077
4.02,5.9,2.059,0.017,0.021,0.031
5.9,7.09,0.9023,0.0117,0.009,0.0134
7.09,8.48,0.5207,0.0077,0.0052,0.0077
8.48,11.0,0.2648,0.0039,0.0026,0.0039
11.0,16.6,0.09152,0.00145,0.00092,0.00136
16.6,22.8,0.02589,0.00063,0.00026,0.00038
22.8,41.9,0.006152,0.000146,6.2e-05,9.1e-05
1.0,1.71,22.84,0.45,0.46,0.66
1.71,2.97,10.99,0.08,0.16,0.23
2.97,4.02,4.779,0.044,0.048,0.078
4.02,5.9,2.05,0.017,0.021,0.03
5.9,7.09,0.9323,0.0119,0.0093,0.0139
7.09,8.48,0.5349,0.0078,0.0053,0.008
8.48,11.0,0.2656,0.0039,0.0027,0.0039
11.0,16.6,0.09037,0.00143,0.0009,0.00134
16.6,22.8,0.02681,0.00064,0.00027,0.0004
22.8,41.9,0.005954,0.000144,6e-05,8.9e-05
1.0,1.71,23.43,0.41,0.47,0.68
1.71,2.97,11.16,0.08,0.17,0.24
2.97,4.02,4.761,0.045,0.048,0.078
4.02,5.9,2.028,0.017,0.02,0.03
5.9,7.09,0.9429,0.012,0.0094,0.014
7.09,8.48,0.5488,0.0079,0.0055,0.0082
8.48,11.0,0.2705,0.004,0.0027,0.004
11.0,16.6,0.09139,0.00144,0.00091,0.00136
16.6,22.8,0.02759,0.00065,0.00028,0.00041
22.8,41.9,0.006212,0.000147,6.2e-05,9.2e-05
1.0,1.71,23.68,0.54,0.47,0.69
1.71,2.97,11.18,0.08,0.17,0.24
2.97,4.02,4.795,0.045,0.048,0.079
4.02,5.9,2.07,0.017,0.021,0.031
5.9,7.09,0.9389,0.012,0.0094,0.014
7.09,8.48,0.5423,0.0079,0.0054,0.0081
8.48,11.0,0.2666,0.0039,0.0027,0.004
11.0,16.6,0.09229,0.00145,0.00092,0.00137
16.6,22.8,0.0276,0.00065,0.00028,0.00041
22.8,41.9,0.005864,0.000143,5.9e-05,8.7e-05
1.0,1.71,23.41,0.54,0.47,0.68
1.71,2.97,11.22,0.08,0.17,0.24
2.97,4.02,4.783,0.044,0.048,0.078
4.02,5.9,2.092,0.017,0.021,0.031
5.9,7.09,0.912,0.0117,0.0091,0.0136
7.09,8.48,0.5308,0.0078,0.0053,0.0079
8.48,11.0,0.2713,0.004,0.0027,0.004
11.0,16.6,0.09083,0.00144,0.00091,0.00135
16.6,22.8,0.02779,0.00065,0.00028,0.00041
22.8,41.9,0.005952,0.000144,6e-05,8.8e-05
1.0,1.71,24.02,0.47,0.48,0.7
1.71,2.97,11.06,0.08,0.17,0.23
2.97,4.02,4.911,0.046,0.049,0.081
4.02,5.9,2.073,0.017,0.021,0.031
5.9,7.09,0.9205,0.0119,0.0092,0.0137
7.09,8.48,0.5402,0.0079,0.0054,0.008
8.48,11.0,0.2699,0.004,0.0027,0.004
11.0,16.6,0.09146,0.00145,0.00091,0.00136
16.6,22.8,0.02605,0.00063,0.00026,0.00039
22.8,41.9,0.006084,0.000146,6.1e-05,9e-05
1.0,1.71,23.14,0.42,0.46,0.67
1.71,2.97,11.07,0.08,0.17,0.23
2.97,4.02,4.872,0.046,0.049,0.08
4.02,5.9,2.095,0.018,0.021,0.031
5.9,7.09,0.9344,0.012,0.0093,0.0139
7.09,8.48,0.5272,0.0078,0.0053,0.0078
8.48,11.0,0.2665,0.0039,0.0027,0.004
11.0,16.6,0.08985,0.00143,0.0009,0.00134
16.6,22.8,0.02488,0.00061,0.00025,0.00037
22.8,41.9,0.00587,0.000143,5.9e-05,8.7e-05
1.0,1.71,22.93,0.67,0.46,0.66
1.71,2.97,11.24,0.08,0.17,0.24
2.97,4.02,4.751,0.045,0.048,0.078
4.02,5.9,2.108,0.018,0.021,0.031
5.9,7.09,0.939,0.012,0.0094,0.014
7.09,8.48,0.5402,0.0079,0.0054,0.008
8.48,11.0,0.2718,0.004,0.0027,0.004
11.0,16.6,0.09283,0.00147,0.00093,0.00138
16.6,22.8,0.02635,0.00063,0.00026,0.00039
22.8,41.9,0.005835,0.000143,5.8e-05,8.7e-05
1.0,1.71,23.75,0.85,0.48,0.69
1.71,2.97,11.19,0.17,0.17,0.24
2.97,4.02,4.806,0.076,0.048,0.079
4.02,5.9,1.996,0.025,0.02,0.03
5.9,7.09,0.8931,0.0158,0.0089,0.0133
7.09,8.48,0.5061,0.0102,0.0051,0.0075
8.48,11.0,0.2571,0.0052,0.0026,0.0038
11.0,16.6,0.087,0.00187,0.00087,0.00129
16.6,22.8,0.02694,0.00084,0.00027,0.0004
22.8,41.9,0.006001,0.000193,6e-05,8.9e-05
1.0,1.71,23.1,0.51,0.46,0.67
1.71,2.97,10.91,0.09,0.16,0.23
2.97,4.02,4.772,0.053,0.048,0.078
4.02,5.9,1.999,0.021,0.02,0.03
5.9,7.09,0.9196,0.0151,0.0092,0.0137
7.09,8.48,0.5216,0.0099,0.0052,0.0078
8.48,11.0,0.2467,0.0048,0.0025,0.0037
11.0,16.6,0.09249,0.00186,0.00092,0.00137
16.6,22.8,0.02653,0.00081,0.00027,0.00039
22.8,41.9,0.006436,0.000188,6.4e-05,9.6e-05
1.0,1.71,22.26,0.54,0.45,0.65
1.71,2.97,11.0,0.09,0.17,0.23
2.97,4.02,4.709,0.047,0.047,0.077
4.02,5.9,2.027,0.018,0.02,0.03
5.9,7.09,0.9284,0.0123,0.0093,0.0138
7.09,8.48,0.5314,0.008,0.0053,0.0079
8.48,11.0,0.2714,0.0041,0.0027,0.004
11.0,16.6,0.09293,0.00149,0.00093,0.00138
16.6,22.8,0.02736,0.00066,0.00027,0.00041
22.8,41.9,0.006401,0.000151,6.4e-05,9.5e-05
1.0,1.71,22.82,0.45,0.46,0.66
1.71,2.97,11.08,0.09,0.17,0.24
2.97,4.02,4.765,0.047,0.048,0.078
4.02,5.9,2.03,0.018,0.02,0.03
5.9,7.09,0.9316,0.0121,0.0093,0.0138
7.09,8.48,0.5357,0.0079,0.0054,0.008
8.48,11.0,0.2652,0.004,0.0027,0.0039
11.0,16.6,0.09,0.00145,0.0009,0.00134
16.6,22.8,0.02561,0.00063,0.00026,0.00038
22.8,41.9,0.006384,0.00015,6.4e-05,9.5e-05
1.0,1.71,22.79,0.52,0.46,0.66
1.71,2.97,10.73,0.09,0.16,0.23
2.97,4.02,4.785,0.047,0.048,0.078
4.02,5.9,2.007,0.018,0.02,0.03
5.9,7.09,0.9162,0.0122,0.0092,0.0136
7.09,8.48,0.5241,0.0079,0.0052,0.0078
8.48,11.0,0.2703,0.004,0.0027,0.004
11.0,16.6,0.08994,0.00146,0.0009,0.00134
16.6,22.8,0.02676,0.00065,0.00027,0.0004
22.8,41.9,0.006129,0.000148,6.1e-05,9.1e-05
1.0,1.71,21.86,0.62,0.44,0.63
1.71,2.97,10.51,0.09,0.16,0.22
2.97,4.02,4.747,0.048,0.047,0.078
4.02,5.9,2.006,0.018,0.02,0.03
5.9,7.09,0.9032,0.0123,0.009,0.0134
7.09,8.48,0.5379,0.0081,0.0054,0.008
8.48,11.0,0.2732,0.0041,0.0027,0.0041
11.0,16.6,0.08845,0.00146,0.00088,0.00131
16.6,22.8,0.02663,0.00065,0.00027,0.0004
22.8,41.9,0.005934,0.000146,5.9e-05,8.8e-05
1.0,1.71,21.93,0.5,0.44,0.64
1.71,2.97,10.72,0.09,0.16,0.23
2.97,4.02,4.744,0.047,0.047,0.078
4.02,5.9,2.024,0.018,0.02,0.03
5.9,7.09,0.9214,0.0122,0.0092,0.0137
7.09,8.48,0.5312,0.008,0.0053,0.0079
8.48,11.0,0.2676,0.004,0.0027,0.004
11.0,16.6,0.08881,0.00146,0.00089,0.00132
16.6,22.8,0.0267,0.00065,0.00027,0.0004
22.8,41.9,0.005784,0.000143,5.8e-05,8.6e-05
1.0,1.71,23.19,0.47,0.46,0.67
1.71,2.97,10.76,0.09,0.16,0.23
2.97,4.02,4.674,0.046,0.047,0.077
4.02,5.9,2.047,0.018,0.02,0.03
5.9,7.09,0.9152,0.012,0.0092,0.0136
7.09,8.48,0.5258,0.0078,0.0053,0.0078
8.48,11.0,0.2667,0.004,0.0027,0.004
11.0,16.6,0.08912,0.00143,0.00089,0.00132
16.6,22.8,0.02577,0.00063,0.00026,0.00038
22.8,41.9,0.006224,0.000148,6.2e-05,9.3e-05
1.0,1.71,23.11,0.49,0.46,0.67
1.71,2.97,10.91,0.08,0.16,0.23
2.97,4.02,4.688,0.045,0.047,0.077
4.02,5.9,2.025,0.017,0.02,0.03
5.9,7.09,0.8831,0.0117,0.0088,0.0131
7.09,8.48,0.5257,0.0078,0.0053,0.0078
8.48,11.0,0.2661,0.004,0.0027,0.004
11.0,16.6,0.08778,0.00143,0.00088,0.0013
16.6,22.8,0.02834,0.00066,0.00028,0.00042
22.8,41.9,0.006025,0.000145,6e-05,9e-05
1.0,1.71,23.73,0.6,0.47,0.69
1.71,2.97,11.14,0.08,0.17,0.24
2.97,4.02,4.924,0.046,0.049,0.081
4.02,5.9,2.065,0.017,0.021,0.031
5.9,7.09,0.9253,0.0119,0.0093,0.0138
7.09,8.48,0.5421,0.0079,0.0054,0.0081
8.48,11.0,0.2705,0.004,0.0027,0.004
11.0,16.6,0.09206,0.00146,0.00092,0.00137
16.6,22.8,0.02797,0.00065,0.00028,0.00042
22.8,41.9,0.005999,0.000145,6e-05,8.9e-05
1.0,1.71,21.61,0.43,0.43,0.63
1.71,2.97,10.71,0.08,0.16,0.23
2.97,4.02,4.822,0.046,0.048,0.079
4.02,5.9,2.021,0.017,0.02,0.03
5.9,7.09,0.9141,0.0119,0.0091,0.0136
7.09,8.48,0.5327,0.0078,0.0053,0.0079
8.48,11.0,0.2651,0.0039,0.0027,0.004
11.0,16.6,0.09045,0.00145,0.0009,0.00134
16.6,22.8,0.02757,0.00065,0.00028,0.00041
22.8,41.9,0.005978,0.000144,6e-05,8.9e-05
1.0,1.71,22.73,0.49,0.45,0.66
1.71,2.97,11.01,0.09,0.17,0.23
2.97,4.02,4.822,0.046,0.048,0.079
4.02,5.9,2.053,0.018,0.021,0.031
5.9,7.09,0.9309,0.0122,0.0093,0.0138
7.09,8.48,0.532,0.0079,0.0053,0.0079
8.48,11.0,0.267,0.004,0.0027,0.004
11.0,16.6,0.09121,0.00146,0.00091,0.00136
16.6,22.8,0.02676,0.00064,0.00027,0.0004
22.8,41.9,0.006202,0.000148,6.2e-05,9.2e-05
1.0,1.71,21.68,0.65,0.43,0.63
1.71,2.97,10.74,0.09,0.16,0.23
2.97,4.02,4.718,0.048,0.047,0.077
4.02,5.9,2.029,0.018,0.02,0.03
5.9,7.09,0.9033,0.012,0.009,0.0134
7.09,8.48,0.5316,0.0079,0.0053,0.0079
8.48,11.0,0.2605,0.0039,0.0026,0.0039
11.0,16.6,0.09106,0.00147,0.00091,0.00135
16.6,22.8,0.02618,0.00064,0.00026,0.00039
22.8,41.9,0.005931,0.000145,5.9e-05,8.8e-05
1.0,1.71,22.48,0.48,0.45,0.65
1.71,2.97,10.79,0.08,0.16,0.23
2.97,4.02,4.705,0.046,0.047,0.077
4.02,5.9,2.036,0.017,0.02,0.03
5.9,7.09,0.8681,0.0116,0.0087,0.0129
7.09,8.48,0.5324,0.0078,0.0053,0.0079
8.48,11.0,0.259,0.0039,0.0026,0.0039
11.0,16.6,0.08806,0.00143,0.00088,0.00131
16.6,22.8,0.02737,0.00065,0.00027,0.00041
22.8,41.9,0.005854,0.000143,5.9e-05,8.7e-05
1.0,1.71,22.01,0.45,0.44,0.64
1.71,2.97,10.56,0.09,0.16,0.22
2.97,4.02,4.696,0.045,0.047,0.077
4.02,5.9,2.042,0.017,0.02,0.03
5.9,7.09,0.9041,0.0119,0.009,0.0135
7.09,8.48,0.5186,0.0077,0.0052,0.0077
8.48,11.0,0.2604,0.0039,0.0026,0.0039
11.0,16.6,0.08861,0.00143,0.00089,0.00132
16.6,22.8,0.02756,0.00065,0.00028,0.00041
22.8,41.9,0.006001,0.000145,6e-05,8.9e-05
1.0,1.71,20.39,0.52,0.41,0.59
1.71,2.97,10.55,0.09,0.16,0.22
2.97,4.02,4.696,0.047,0.047,0.077
4.02,5.9,2.061,0.018,0.021,0.031
5.9,7.09,0.9036,0.012,0.009,0.0134
7.09,8.48,0.5281,0.0079,0.0053,0.0079
8.48,11.0,0.2701,0.004,0.0027,0.004
11.0,16.6,0.09044,0.00146,0.0009,0.00134
16.6,22.8,0.02691,0.00064,0.00027,0.0004
22.8,41.9,0.006047,0.000146,6e-05,9e-05
1.0,1.71,21.22,0.49,0.42,0.62
1.71,2.97,10.68,0.08,0.16,0.23
2.97,4.02,4.751,0.045,0.048,0.078
4.02,5.9,2.029,0.017,0.02,0.03
5.9,7.09,0.9253,0.012,0.0093,0.0138
7.09,8.48,0.5196,0.0078,0.0052,0.0077
8.48,11.0,0.2637,0.0039,0.0026,0.0039
11.0,16.6,0.09066,0.00145,0.00091,0.00135
16.6,22.8,0.02756,0.00065,0.00028,0.00041
22.8,41.9,0.005815,0.000143,5.8e-05,8.6e-05
1.0,1.71,21.56,0.43,0.43,0.63
1.71,2.97,10.84,0.09,0.16,0.23
2.97,4.02,4.767,0.046,0.048,0.078
4.02,5.9,2.035,0.017,0.02,0.03
5.9,7.09,0.9198,0.012,0.0092,0.0137
7.09,8.48,0.5443,0.0079,0.0054,0.0081
8.48,11.0,0.2727,0.004,0.0027,0.0041
11.0,16.6,0.09323,0.00147,0.00093,0.00139
16.6,22.8,0.02714,0.00064,0.00027,0.0004
22.8,41.9,0.006305,0.000149,6.3e-05,9.4e-05
1.0,1.71,21.79,0.47,0.44,0.63
1.71,2.97,11.1,0.09,0.17,0.24
2.97,4.02,4.711,0.045,0.047,0.077
4.02,5.9,2.016,0.017,0.02,0.03
5.9,7.09,0.9127,0.0119,0.0091,0.0136
7.09,8.48,0.5209,0.0078,0.0052,0.0077
8.48,11.0,0.2685,0.004,0.0027,0.004
11.0,16.6,0.08836,0.00143,0.00088,0.00131
16.6,22.8,0.02702,0.00064,0.00027,0.0004
22.8,41.9,0.006116,0.000146,6.1e-05,9.1e-05
1.0,1.71,22.16,0.6,0.44,0.64
1.71,2.97,10.87,0.09,0.16,0.23
2.97,4.02,4.808,0.046,0.048,0.079
4.02,5.9,2.011,0.017,0.02,0.03
5.9,7.09,0.927,0.012,0.0093,0.0138
7.09,8.48,0.5186,0.0077,0.0052,0.0077
8.48,11.0,0.2673,0.004,0.0027,0.004
11.0,16.6,0.09194,0.00146,0.00092,0.00137
16.6,22.8,0.02653,0.00064,0.00027,0.00039
22.8,41.9,0.006417,0.00015,6.4e-05,9.5e-05
1.0,1.71,20.71,0.45,0.41,0.6
1.71,2.97,10.74,0.08,0.16,0.23
2.97,4.02,4.746,0.046,0.047,0.078
4.02,5.9,2.055,0.017,0.021,0.031
5.9,7.09,0.9149,0.0119,0.0091,0.0136
7.09,8.48,0.534,0.0079,0.0053,0.0079
8.48,11.0,0.2626,0.0039,0.0026,0.0039
11.0,16.6,0.09221,0.00146,0.00092,0.00137
16.6,22.8,0.02705,0.00064,0.00027,0.0004
22.8,41.9,0.006006,0.000145,6e-05,8.9e-05
1.0,1.71,20.86,0.58,0.42,0.61
1.71,2.97,11.07,0.11,0.17,0.23
2.97,4.02,4.841,0.068,0.048,0.08
4.02,5.9,2.098,0.029,0.021,0.031
5.9,7.09,0.9238,0.0215,0.0092,0.0137
7.09,8.48,0.5001,0.0138,0.005,0.0074
8.48,11.0,0.2619,0.0072,0.0026,0.0039
11.0,16.6,0.09153,0.00274,0.00092,0.00136
16.6,22.8,0.02518,0.00122,0.00025,0.00037
22.8,41.9,0.005833,0.000274,5.8e-05,8.7e-05
1.0,1.71,22.01,1.24,0.44,0.64
1.71,2.97,10.72,0.25,0.16,0.23
2.97,4.02,4.678,0.085,0.047,0.077
4.02,5.9,2.001,0.026,0.02,0.03
5.9,7.09,0.8897,0.0161,0.0089,0.0132
7.09,8.48,0.5408,0.0107,0.0054,0.008
8.48,11.0,0.2632,0.0053,0.0026,0.0039
11.0,16.6,0.09165,0.00192,0.00092,0.00136
16.6,22.8,0.02682,0.00082,0.00027,0.0004
22.8,41.9,0.006241,0.000192,6.2e-05,9.3e-05
1.0,1.71,21.57,0.45,0.43,0.63
1.71,2.97,10.88,0.08,0.16,0.23
2.97,4.02,4.685,0.045,0.047,0.077
4.02,5.9,2.083,0.018,0.021,0.031
5.9,7.09,0.9104,0.0119,0.0091,0.0135
7.09,8.48,0.5377,0.0079,0.0054,0.008
8.48,11.0,0.2671,0.004,0.0027,0.004
11.0,16.6,0.08805,0.00144,0.00088,0.00131
16.6,22.8,0.02633,0.00064,0.00026,0.00039
22.8,41.9,0.006271,0.000149,6.3e-05,9.3e-05
1.0,1.71,22.66,0.44,0.45,0.66
1.71,2.97,10.81,0.09,0.16,0.23
2.97,4.02,4.817,0.046,0.048,0.079
4.02,5.9,2.014,0.017,0.02,0.03
5.9,7.09,0.8868,0.0117,0.0089,0.0132
7.09,8.48,0.5346,0.0078,0.0053,0.0079
8.48,11.0,0.2714,0.004,0.0027,0.004
11.0,16.6,0.08981,0.00144,0.0009,0.00134
16.6,22.8,0.02697,0.00064,0.00027,0.0004
22.8,41.9,0.0062,0.000147,6.2e-05,9.2e-05
1.0,1.71,22.51,0.5,0.45,0.66
1.71,2.97,10.88,0.08,0.16,0.23
2.97,4.02,4.704,0.045,0.047,0.077
4.02,5.9,2.052,0.017,0.021,0.031
5.9,7.09,0.9038,0.0119,0.009,0.0134
7.09,8.48,0.5276,0.0079,0.0053,0.0078
8.48,11.0,0.2664,0.004,0.0027,0.004
11.0,16.6,0.09324,0.00148,0.00093,0.00139
16.6,22.8,0.02564,0.00063,0.00026,0.00038
22.8,41.9,0.005865,0.000145,5.9e-05,8.7e-05
1.0,1.71,22.68,0.54,0.45,0.66
1.71,2.97,10.95,0.08,0.16,0.23
