date YYYY-MM-DD,rigidity_min GV,rigidity_max GV,positron_flux m^-2sr^-1s^-1GV^-1,positron_flux_error_statistical m^-2sr^-1s^-1GV^-1,positron_flux_error_timedependent m^-2sr^-1s^-1GV^-1
5.9,7.09,0.05501,0.006293,0.0005501,0.000825216
7.09,8.48,0.02998,0.004111,0.0002998,0.0004496982
8.48,11.0,0.0146,0.002032,0.000146,0.0002190075
11.0,16.6,0.005302,0.0007649,5.302e-05,7.952721e-05
16.6,22.8,0.001392,0.0003034,1.392e-05,2.088237e-05
22.8,41.9,0.0005596,0.0001028,5.596e-06,8.394417e-06
1.0,1.33,4.333,0.4344,0.06499,0.1256528
1.33,1.71,2.985,0.255,0.03881,0.08059541
1.71,2.15,1.618,0.1406,0.0178,0.03882578
2.15,2.97,0.8298,0.05729,0.008298,0.01659542
2.97,4.02,0.2998,0.02401,0.002998,0.004496916
4.02,5.9,0.1312,0.009513,0.001312,0.001967856
5.9,7.09,0.06279,0.006846,0.0006279,0.0009418368
7.09,8.48,0.02349,0.003721,0.0002349,0.0003523216
8.48,11.0,0.01581,0.002178,0.0001581,0.0002370908
11.0,16.6,0.005726,0.0008046,5.726e-05,8.589546e-05
16.6,22.8,0.001633,0.000339,1.633e-05,2.449034e-05
22.8,41.9,0.0004438,9.861e-05,4.438e-06,6.656467e-06
1.0,1.33,4.472,0.4307,0.06707,0.1296782
1.33,1.71,2.895,0.2395,0.03763,0.07816367
1.71,2.15,1.672,0.1364,0.0184,0.040136
2.15,2.97,0.7899,0.05446,0.007899,0.01579705
2.97,4.02,0.3827,0.02668,0.003827,0.005740707
4.02,5.9,0.1309,0.009313,0.001309,0.001964159
5.9,7.09,0.05122,0.006126,0.0005122,0.000768331
7.09,8.48,0.03705,0.004563,0.0003705,0.0005557652
8.48,11.0,0.01445,0.002039,0.0001445,0.0002168233
11.0,16.6,0.006228,0.000829,6.228e-05,9.341544e-05
16.6,22.8,0.001693,0.0003401,1.693e-05,2.540234e-05
22.8,41.9,0.0004391,9.089e-05,4.391e-06,6.585967e-06
1.0,1.33,4.427,0.406,0.0664,0.1283822
1.33,1.71,2.898,0.2388,0.03767,0.07823469
1.71,2.15,1.562,0.1269,0.01718,0.03749024
2.15,2.97,0.7276,0.05152,0.007276,0.01455249
2.97,4.02,0.3625,0.02543,0.003625,0.005437535
4.02,5.9,0.1269,0.009154,0.001269,0.001903488
5.9,7.09,0.05423,0.006277,0.0005423,0.0008134747
7.09,8.48,0.02896,0.004069,0.0002896,0.0004343503
8.48,11.0,0.01486,0.002077,0.0001486,0.0002228843
11.0,16.6,0.005467,0.000786,5.467e-05,8.200083e-05
16.6,22.8,0.002411,0.0004081,2.411e-05,3.615988e-05
22.8,41.9,0.0004695,9.359e-05,4.695e-06,7.042875e-06
1.0,1.33,5.109,0.4335,0.07663,0.1481584
1.33,1.71,2.579,0.2312,0.03352,0.06962639
1.71,2.15,1.794,0.1383,0.01974,0.0430629
2.15,2.97,0.8652,0.05677,0.008652,0.01730344
2.97,4.02,0.3428,0.025,0.003428,0.005141636
4.02,5.9,0.125,0.008972,0.00125,0.001874588
5.9,7.09,0.04368,0.00561,0.0004368,0.0006552478
7.09,8.48,0.02793,0.003981,0.0002793,0.0004188881
8.48,11.0,0.01504,0.002065,0.0001504,0.0002256146
11.0,16.6,0.004741,0.0007173,4.741e-05,7.112248e-05
16.6,22.8,0.001404,0.0003178,1.404e-05,2.106663e-05
22.8,41.9,0.0004526,9.139e-05,4.526e-06,6.788716e-06
1.0,1.33,3.981,0.6662,0.05971,0.1154468
1.33,1.71,2.824,0.3708,0.03672,0.07625621
1.71,2.15,1.292,0.1782,0.01422,0.0310174
2.15,2.97,0.7806,0.07444,0.007806,0.01561111
2.97,4.02,0.3167,0.03253,0.003167,0.004750507
4.02,5.9,0.1263,0.01114,0.001263,0.001894833
5.9,7.09,0.05504,0.007575,0.0005504,0.0008256148
7.09,8.48,0.02814,0.004781,0.0002814,0.0004221423
8.48,11.0,0.01183,0.002191,0.0001183,0.0001774122
11.0,16.6,0.005056,0.0008967,5.056e-05,7.583769e-05
16.6,22.8,0.001706,0.0004078,1.706e-05,2.559653e-05
22.8,41.9,0.000541,0.0001215,5.41e-06,8.114678e-06
1.0,1.33,4.689,0.4494,0.07034,0.1359952
1.33,1.71,2.786,0.2465,0.03622,0.07522653
1.71,2.15,1.515,0.1358,0.01666,0.03635614
2.15,2.97,0.8546,0.06139,0.008546,0.01709194
2.97,4.02,0.309,0.02605,0.00309,0.004634305
4.02,5.9,0.1247,0.01009,0.001247,0.001870428
5.9,7.09,0.05632,0.007247,0.0005632,0.0008447746
7.09,8.48,0.03688,0.005087,0.0003688,0.0005531816
8.48,11.0,0.01399,0.002279,0.0001399,0.000209894
11.0,16.6,0.005998,0.0009037,5.998e-05,8.996554e-05
16.6,22.8,0.001882,0.0004152,1.882e-05,2.822371e-05
22.8,41.9,0.0005433,0.0001108,5.433e-06,8.149579e-06
1.0,1.33,3.757,0.411,0.05635,0.1089386
1.33,1.71,2.794,0.2658,0.03632,0.0754406
1.71,2.15,1.759,0.1608,0.01935,0.04222612
2.15,2.97,0.7141,0.06447,0.007141,0.01428268
2.97,4.02,0.3912,0.03337,0.003912,0.005868198
4.02,5.9,0.1277,0.01173,0.001277,0.001915558
5.9,7.09,0.05891,0.008171,0.0005891,0.0008836102
7.09,8.48,0.03015,0.005182,0.0003015,0.0004522288
8.48,11.0,0.01115,0.002249,0.0001115,0.0001672153
11.0,16.6,0.005636,0.0009985,5.636e-05,8.453567e-05
16.6,22.8,0.001184,0.0003647,1.184e-05,1.775412e-05
22.8,41.9,0.0004812,0.0001297,4.812e-06,7.217999e-06
1.0,1.33,4.085,0.3927,0.06127,0.1184599
1.33,1.71,2.468,0.2218,0.03208,0.06663329
1.71,2.15,1.463,0.1245,0.01609,0.0351035
2.15,2.97,0.7605,0.05244,0.007605,0.0152097
2.97,4.02,0.3558,0.02558,0.003558,0.005337063
4.02,5.9,0.1461,0.009716,0.001461,0.002192062
5.9,7.09,0.0506,0.006032,0.000506,0.0007590332
7.09,8.48,0.02498,0.003773,0.0002498,0.0003747294
8.48,11.0,0.01537,0.002107,0.0001537,0.0002305188
11.0,16.6,0.00605,0.0008188,6.05e-05,9.074391e-05
16.6,22.8,0.001883,0.0003656,1.883e-05,2.823869e-05
22.8,41.9,0.0005353,0.0001121,5.353e-06,8.030215e-06
1.0,1.33,4.385,0.4043,0.06578,0.1271731
1.33,1.71,2.643,0.2193,0.03436,0.07136578
1.71,2.15,1.664,0.1328,0.01831,0.03994329
2.15,2.97,0.8991,0.05623,0.008991,0.01798157
2.97,4.02,0.332,0.0239,0.00332,0.004980618
4.02,5.9,0.1258,0.009093,0.001258,0.001887016
5.9,7.09,0.05388,0.00626,0.0005388,0.0008082691
7.09,8.48,0.03159,0.004234,0.0003159,0.0004738895
8.48,11.0,0.0145,0.002097,0.000145,0.0002174432
11.0,16.6,0.005372,0.0007787,5.372e-05,8.058653e-05
16.6,22.8,0.001465,0.0003187,1.465e-05,2.198011e-05
22.8,41.9,0.000629,0.0001117,6.29e-06,9.434671e-06
1.0,1.33,4.715,0.4717,0.07073,0.1367427
1.33,1.71,3.032,0.2667,0.03941,0.08185834
1.71,2.15,1.781,0.1522,0.01959,0.04274169
2.15,2.97,0.9228,0.06578,0.009228,0.01845606
2.97,4.02,0.3351,0.02739,0.003351,0.005026443
4.02,5.9,0.1465,0.01097,0.001465,0.002197623
5.9,7.09,0.04832,0.006795,0.0004832,0.0007248137
7.09,8.48,0.03896,0.005365,0.0003896,0.0005843311
8.48,11.0,0.01246,0.002161,0.0001246,0.0001868348
11.0,16.6,0.005326,0.0008495,5.326e-05,7.989499e-05
16.6,22.8,0.001726,0.0004004,1.726e-05,2.589502e-05
22.8,41.9,0.0005835,0.0001181,5.835e-06,8.752473e-06
1.0,1.33,4.707,0.4895,0.07061,0.1365173
1.33,1.71,2.614,0.2571,0.03398,0.07056535
1.71,2.15,1.967,0.1529,0.02163,0.04720256
2.15,2.97,0.7841,0.05697,0.007841,0.01568107
2.97,4.02,0.3906,0.02753,0.003906,0.005858942
4.02,5.9,0.1308,0.009459,0.001308,0.001962425
5.9,7.09,0.04819,0.005981,0.0004819,0.0007228551
7.09,8.48,0.03512,0.004475,0.0003512,0.0005268217
8.48,11.0,0.01749,0.002302,0.0001749,0.0002623324
11.0,16.6,0.004822,0.0007482,4.822e-05,7.233433e-05
16.6,22.8,0.002413,0.0004129,2.413e-05,3.619391e-05
22.8,41.9,0.0004679,9.566e-05,4.679e-06,7.018882e-06
1.0,1.33,5.25,0.5279,0.07875,0.1522516
1.33,1.71,3.178,0.2798,0.04131,0.08580365
1.71,2.15,1.595,0.139,0.01755,0.0382805
2.15,2.97,0.8784,0.05961,0.008784,0.01756854
2.97,4.02,0.3881,0.02806,0.003881,0.005822097
4.02,5.9,0.14,0.01063,0.0014,0.002099262
5.9,7.09,0.05006,0.00707,0.0005006,0.0007508328
7.09,8.48,0.04071,0.005675,0.0004071,0.0006107092
8.48,11.0,0.01499,0.002497,0.0001499,0.000224827
11.0,16.6,0.005442,0.0009714,5.442e-05,8.163521e-05
16.6,22.8,0.001134,0.0003546,1.134e-05,1.701419e-05
22.8,41.9,0.0004363,0.0001189,4.363e-06,6.54509e-06
1.0,1.33,5.259,1.052,0.07888,0.152506
1.33,1.71,2.853,0.4297,0.03708,0.07702146
1.71,2.15,1.284,0.1996,0.01412,0.03081245
2.15,2.97,0.7901,0.08059,0.007901,0.01580248
2.97,4.02,0.3174,0.03525,0.003174,0.004761203
4.02,5.9,0.1196,0.0134,0.001196,0.00179447
5.9,7.09,0.0344,0.00812,0.000344,0.0005160223
7.09,8.48,0.02735,0.006303,0.0002735,0.0004102041
8.48,11.0,0.007986,0.002516,7.986e-05,0.000119795
11.0,16.6,0.004793,0.001271,4.793e-05,7.189466e-05
16.6,22.8,0.001575,0.000649,1.575e-05,2.363086e-05
22.8,41.9,0.0002849,0.0001274,2.849e-06,4.273474e-06
1.0,1.33,4.439,0.5217,0.06659,0.1287336
1.33,1.71,3.622,0.2933,0.04709,0.09779549
1.71,2.15,1.653,0.1386,0.01818,0.03966348
2.15,2.97,0.918,0.05992,0.00918,0.0183603
2.97,4.02,0.3464,0.02573,0.003464,0.005195438
4.02,5.9,0.1369,0.009544,0.001369,0.00205368
5.9,7.09,0.04272,0.00567,0.0004272,0.0006407983
7.09,8.48,0.02554,0.003891,0.0002554,0.0003830869
8.48,11.0,0.01517,0.002125,0.0001517,0.0002275636
11.0,16.6,0.004921,0.0007544,4.921e-05,7.381107e-05
16.6,22.8,0.002018,0.0003753,2.018e-05,3.026427e-05
22.8,41.9,0.0004758,9.628e-05,4.758e-06,7.136948e-06
1.0,1.33,3.98,0.4515,0.0597,0.1154131
1.33,1.71,2.892,0.2746,0.0376,0.07808611
1.71,2.15,1.863,0.1522,0.0205,0.04472084
2.15,2.97,0.7664,0.05658,0.007664,0.01532713
2.97,4.02,0.3216,0.02497,0.003216,0.004824606
4.02,5.9,0.1147,0.008901,0.001147,0.001720823
5.9,7.09,0.0516,0.006209,0.000516,0.0007739637
7.09,8.48,0.02431,0.003759,0.0002431,0.0003646494
8.48,11.0,0.01614,0.002162,0.0001614,0.0002420854
11.0,16.6,0.004981,0.0007521,4.981e-05,7.471463e-05
16.6,22.8,0.002301,0.0003983,2.301e-05,3.450787e-05
22.8,41.9,0.0005756,0.0001037,5.756e-06,8.633978e-06
1.0,1.33,4.522,0.4447,0.06783,0.1311358
1.33,1.71,2.675,0.2351,0.03478,0.07222848
1.71,2.15,1.605,0.1329,0.01766,0.0385295
2.15,2.97,0.8034,0.0551,0.008034,0.01606712
2.97,4.02,0.3439,0.02497,0.003439,0.005159202
4.02,5.9,0.1219,0.00911,0.001219,0.001829078
5.9,7.09,0.06204,0.006721,0.0006204,0.0009306484
7.09,8.48,0.02748,0.004002,0.0002748,0.0004122381
8.48,11.0,0.01697,0.002209,0.0001697,0.0002546084
11.0,16.6,0.005457,0.0007867,5.457e-05,8.185229e-05
16.6,22.8,0.002017,0.0003654,2.017e-05,3.025462e-05
22.8,41.9,0.0005305,0.0001031,5.305e-06,7.956907e-06
1.0,1.33,4.539,0.4592,0.06809,0.1316379
1.33,1.71,2.772,0.2443,0.03604,0.07485204
1.71,2.15,1.628,0.1405,0.01791,0.03906955
2.15,2.97,0.8077,0.0565,0.008077,0.01615384
2.97,4.02,0.3299,0.02491,0.003299,0.004949197
4.02,5.9,0.1382,0.009474,0.001382,0.00207251
5.9,7.09,0.06297,0.006713,0.0006297,0.0009444798
7.09,8.48,0.034,0.004309,0.00034,0.0005099825
8.48,11.0,0.0156,0.002106,0.000156,0.0002339388
11.0,16.6,0.006416,0.0008425,6.416e-05,9.624163e-05
16.6,22.8,0.002346,0.0004054,2.346e-05,3.519614e-05
22.8,41.9,0.0003766,8.375e-05,3.766e-06,5.648988e-06
1.0,1.33,4.194,0.4099,0.0629,0.1216119
1.33,1.71,2.619,0.2291,0.03404,0.07070633
1.71,2.15,1.71,0.1356,0.01881,0.04104318
2.15,2.97,0.8017,0.05507,0.008017,0.01603461
2.97,4.02,0.3568,0.02563,0.003568,0.005352613
4.02,5.9,0.1375,0.00955,0.001375,0.002062999
5.9,7.09,0.05374,0.006339,0.0005374,0.0008061276
7.09,8.48,0.03139,0.004274,0.0003139,0.0004708223
8.48,11.0,0.0114,0.00188,0.000114,0.0001709427
11.0,16.6,0.00461,0.0007277,4.61e-05,6.914444e-05
16.6,22.8,0.00124,0.0002939,1.24e-05,1.85963e-05
22.8,41.9,0.0003813,8.715e-05,3.813e-06,5.719884e-06
1.0,1.33,5.404,0.4751,0.08106,0.1567165
1.33,1.71,2.661,0.2445,0.03459,0.07184928
1.71,2.15,1.518,0.1312,0.01669,0.03642517
2.15,2.97,0.8569,0.05854,0.008569,0.01713783
2.97,4.02,0.3766,0.02622,0.003766,0.005648536
4.02,5.9,0.1173,0.008799,0.001173,0.001758938
5.9,7.09,0.04257,0.005553,0.0004257,0.0006384882
7.09,8.48,0.02525,0.003809,0.0002525,0.0003787738
8.48,11.0,0.01154,0.001839,0.0001154,0.0001731122
11.0,16.6,0.005521,0.0008057,5.521e-05,8.281545e-05
16.6,22.8,0.002069,0.0003764,2.069e-05,3.103148e-05
22.8,41.9,0.000517,9.835e-05,5.17e-06,7.754345e-06
1.0,1.33,3.92,0.3946,0.0588,0.1136732
1.33,1.71,2.674,0.231,0.03476,0.07219478
1.71,2.15,1.615,0.1328,0.01777,0.03876297
2.15,2.97,0.7762,0.05343,0.007762,0.01552368
2.97,4.02,0.3302,0.02464,0.003302,0.004953281
4.02,5.9,0.1215,0.00901,0.001215,0.001822312
5.9,7.09,0.04767,0.005923,0.0004767,0.0007151147
7.09,8.48,0.02747,0.003964,0.0002747,0.0004121148
8.48,11.0,0.01267,0.001922,0.0001267,0.0001900073
11.0,16.6,0.004816,0.0007305,4.816e-05,7.224564e-05
16.6,22.8,0.001653,0.0003359,1.653e-05,2.479482e-05
22.8,41.9,0.000653,0.0001101,6.53e-06,9.795652e-06
1.0,1.33,4.708,0.461,0.07061,0.1365221
1.33,1.71,2.651,0.2376,0.03446,0.07156492
1.71,2.15,1.403,0.1314,0.01543,0.03366668
2.15,2.97,0.8137,0.05506,0.008137,0.01627305
2.97,4.02,0.289,0.02308,0.00289,0.004335139
4.02,5.9,0.1289,0.009187,0.001289,0.001933766
5.9,7.09,0.05185,0.006281,0.0005185,0.0007777179
7.09,8.48,0.03067,0.004221,0.0003067,0.0004600306
8.48,11.0,0.01458,0.002081,0.0001458,0.0002187357
11.0,16.6,0.003943,0.0006705,3.943e-05,5.915212e-05
16.6,22.8,0.001943,0.0003742,1.943e-05,2.915033e-05
22.8,41.9,0.0003428,8.073e-05,3.428e-06,5.142506e-06
1.0,1.33,4.407,0.4103,0.06611,0.1278132
1.33,1.71,2.534,0.221,0.03294,0.06840758
1.71,2.15,1.381,0.1192,0.01519,0.03314955
2.15,2.97,0.792,0.05454,0.00792,0.01583947
2.97,4.02,0.3939,0.02672,0.003939,0.00590849
4.02,5.9,0.1207,0.008913,0.001207,0.001810013
5.9,7.09,0.04664,0.005801,0.0004664,0.0006996217
7.09,8.48,0.03035,0.00414,0.0003035,0.0004552573
8.48,11.0,0.01494,0.002089,0.0001494,0.0002240699
11.0,16.6,0.004619,0.0007188,4.619e-05,6.929247e-05
16.6,22.8,0.001756,0.0003401,1.756e-05,2.634586e-05
22.8,41.9,0.0004781,9.413e-05,4.781e-06,7.170768e-06
1.0,1.33,4.712,0.4896,0.07068,0.1366477
1.33,1.71,2.418,0.255,0.03143,0.06528064
1.71,2.15,1.57,0.1495,0.01727,0.03767451
2.15,2.97,0.9286,0.06759,0.009286,0.01857103
2.97,4.02,0.3116,0.02827,0.003116,0.004673836
4.02,5.9,0.1328,0.01122,0.001328,0.001992326
5.9,7.09,0.05257,0.007342,0.0005257,0.0007884913
7.09,8.48,0.02657,0.004711,0.0002657,0.0003985027
8.48,11.0,0.01809,0.002711,0.0001809,0.0002713137
11.0,16.6,0.005046,0.000885,5.046e-05,7.569202e-05
16.6,22.8,0.001807,0.0004244,1.807e-05,2.710384e-05
22.8,41.9,0.0006384,0.0001308,6.384e-06,9.575492e-06
1.0,1.33,4.004,0.494,0.06006,0.1161235
1.33,1.71,2.536,0.2617,0.03297,0.06846955
1.71,2.15,1.595,0.1599,0.01755,0.03828903
2.15,2.97,0.9144,0.07479,0.009144,0.01828725
2.97,4.02,0.3115,0.03347,0.003115,0.004671985
4.02,5.9,0.1067,0.01381,0.001067,0.001600892
5.9,7.09,0.0516,0.01068,0.000516,0.000774072
7.09,8.48,0.03454,0.008201,0.0003454,0.0005180522
8.48,11.0,0.01141,0.003376,0.0001141,0.0001711491
11.0,16.6,0.005978,0.001482,5.978e-05,8.967324e-05
16.6,22.8,0.001867,0.0007562,1.867e-05,2.800598e-05
22.8,41.9,0.0006085,0.0002153,6.085e-06,9.127599e-06
1.0,1.33,4.48,0.4508,0.0672,0.1299136
1.33,1.71,2.33,0.2329,0.03028,0.06289817
1.71,2.15,1.543,0.1323,0.01697,0.03703556
2.15,2.97,0.739,0.05326,0.00739,0.01478071
2.97,4.02,0.3247,0.02459,0.003247,0.004870156
4.02,5.9,0.1236,0.008942,0.001236,0.001854165
5.9,7.09,0.05137,0.006135,0.0005137,0.0007705736
7.09,8.48,0.02149,0.003534,0.0002149,0.0003223342
8.48,11.0,0.01631,0.002172,0.0001631,0.0002446901
11.0,16.6,0.005708,0.0007888,5.708e-05,8.562705e-05
16.6,22.8,0.001964,0.0003673,1.964e-05,2.946133e-05
22.8,41.9,0.0002792,7.338e-05,2.792e-06,4.188114e-06
1.0,1.33,4.336,0.4373,0.06505,0.1257554
1.33,1.71,2.528,0.2371,0.03286,0.06824362
1.71,2.15,1.56,0.135,0.01716,0.03743639
2.15,2.97,0.7381,0.05439,0.007381,0.01476214
2.97,4.02,0.3144,0.02433,0.003144,0.004716425
4.02,5.9,0.1057,0.008342,0.001057,0.001585456
5.9,7.09,0.05462,0.006367,0.0005462,0.0008193232
7.09,8.48,0.03071,0.0042,0.0003071,0.000460644
8.48,11.0,0.01614,0.002137,0.0001614,0.000242161
11.0,16.6,0.006175,0.0008288,6.175e-05,9.262391e-05
16.6,22.8,0.002049,0.0003765,2.049e-05,3.074138e-05
22.8,41.9,0.0004328,9.039e-05,4.328e-06,6.49149e-06
1.0,1.33,3.873,0.3946,0.05809,0.1123108
1.33,1.71,2.507,0.2213,0.0326,0.06769979
1.71,2.15,1.622,0.1354,0.01784,0.03892284
2.15,2.97,0.7653,0.05193,0.007653,0.0153053
2.97,4.02,0.3375,0.02469,0.003375,0.005062227
4.02,5.9,0.1315,0.009121,0.001315,0.001971763
5.9,7.09,0.06431,0.006756,0.0006431,0.0009646565
7.09,8.48,0.03328,0.004281,0.0003328,0.0004992022
8.48,11.0,0.01302,0.001968,0.0001302,0.0001953021
11.0,16.6,0.005609,0.0007841,5.609e-05,8.41345e-05
16.6,22.8,0.001974,0.0003566,1.974e-05,2.961087e-05
22.8,41.9,0.0004611,0.0001019,4.611e-06,6.917125e-06
1.0,1.33,4.058,0.4149,0.06088,0.1176918
1.33,1.71,2.943,0.2411,0.03826,0.07947258
1.71,2.15,1.402,0.124,0.01542,0.03365032
2.15,2.97,0.7997,0.05499,0.007997,0.01599305
2.97,4.02,0.3575,0.02597,0.003575,0.005361982
4.02,5.9,0.1235,0.008961,0.001235,0.001852683
5.9,7.09,0.05536,0.00631,0.0005536,0.0008303559
7.09,8.48,0.0225,0.003605,0.000225,0.000337557
8.48,11.0,0.01653,0.002172,0.0001653,0.0002480013
11.0,16.6,0.004275,0.0006836,4.275e-05,6.412815e-05
16.6,22.8,0.00151,0.0003249,1.51e-05,2.26473e-05
22.8,41.9,0.0005029,9.599e-05,5.029e-06,7.543763e-06
1.0,1.33,4.095,0.4482,0.06143,0.1187611
1.33,1.71,2.75,0.2682,0.03575,0.07424875
1.71,2.15,1.785,0.1555,0.01963,0.04283051
2.15,2.97,0.7872,0.06193,0.007872,0.01574475
2.97,4.02,0.3294,0.02879,0.003294,0.004940733
4.02,5.9,0.1347,0.01216,0.001347,0.002020732
5.9,7.09,0.04586,0.007771,0.0004586,0.0006878993
7.09,8.48,0.02649,0.005272,0.0002649,0.0003974221
8.48,11.0,0.01587,0.002984,0.0001587,0.0002380133
11.0,16.6,0.006147,0.001157,6.147e-05,9.220372e-05
16.6,22.8,0.002158,0.0005435,2.158e-05,3.237016e-05
22.8,41.9,0.0008438,0.0001826,8.438e-06,1.265714e-05
1.0,1.33,4.913,0.4391,0.0737,0.1424861
1.33,1.71,2.584,0.2341,0.03359,0.06975865
1.71,2.15,1.375,0.1258,0.01513,0.03300907
2.15,2.97,0.7693,0.05538,0.007693,0.01538578
2.97,4.02,0.3623,0.02633,0.003623,0.005434466
4.02,5.9,0.1212,0.009038,0.001212,0.001817824
5.9,7.09,0.05043,0.006127,0.0005043,0.0007564466
7.09,8.48,0.02734,0.003993,0.0002734,0.000410172
8.48,11.0,0.00916,0.001674,9.16e-05,0.0001373943
11.0,16.6,0.004301,0.0007011,4.301e-05,6.452141e-05
16.6,22.8,0.00239,0.0004077,2.39e-05,3.585668e-05
22.8,41.9,0.0005013,9.736e-05,5.013e-06,7.520238e-06
1.0,1.33,3.692,0.4042,0.05538,0.1070601
1.33,1.71,2.684,0.2318,0.03489,0.07246627
1.71,2.15,1.587,0.1381,0.01746,0.03809219
2.15,2.97,0.7925,0.05461,0.007925,0.01584929
2.97,4.02,0.3356,0.02465,0.003356,0.005033558
4.02,5.9,0.1231,0.009067,0.001231,0.001846202
5.9,7.09,0.07314,0.00716,0.0007314,0.00109713
7.09,8.48,0.02792,0.00396,0.0002792,0.0004188091
8.48,11.0,0.01612,0.002161,0.0001612,0.000241844
11.0,16.6,0.005859,0.0008062,5.859e-05,8.788331e-05
16.6,22.8,0.001563,0.0003288,1.563e-05,2.345064e-05
22.8,41.9,0.0004913,0.000103,4.913e-06,7.37021e-06
1.0,1.33,4.229,0.4309,0.06344,0.1226417
1.33,1.71,2.414,0.2235,0.03138,0.06516793
1.71,2.15,1.415,0.1269,0.01556,0.03395682
2.15,2.97,0.8092,0.05563,0.008092,0.01618445
2.97,4.02,0.3397,0.02551,0.003397,0.005095827
4.02,5.9,0.1269,0.009238,0.001269,0.001903653
5.9,7.09,0.04707,0.00594,0.0004707,0.000706091
7.09,8.48,0.03798,0.004577,0.0003798,0.0005697132
8.48,11.0,0.01524,0.002125,0.0001524,0.0002285861
11.0,16.6,0.005692,0.0007944,5.692e-05,8.538721e-05
16.6,22.8,0.001746,0.0003423,1.746e-05,2.618306e-05
22.8,41.9,0.0005633,0.0001013,5.633e-06,8.450222e-06
1.0,1.33,5.055,0.4445,0.07583,0.1465987
1.33,1.71,2.622,0.2327,0.03408,0.07078499
1.71,2.15,1.52,0.1298,0.01672,0.03648882
2.15,2.97,0.7833,0.05501,0.007833,0.01566609
2.97,4.02,0.3633,0.02561,0.003633,0.005449283
4.02,5.9,0.1489,0.009801,0.001489,0.002233783
5.9,7.09,0.0528,0.006197,0.000528,0.0007919414
7.09,8.48,0.03219,0.004266,0.0003219,0.0004829236
8.48,11.0,0.01995,0.002387,0.0001995,0.0002992598
11.0,16.6,0.006221,0.0008434,6.221e-05,9.332202e-05
16.6,22.8,0.001511,0.0003161,1.511e-05,2.267079e-05
22.8,41.9,0.0003918,8.697e-05,3.918e-06,5.877329e-06
1.0,1.33,4.381,0.4195,0.06572,0.1270579
1.33,1.71,2.581,0.2375,0.03356,0.06969246
1.71,2.15,1.744,0.1397,0.01918,0.04184807
2.15,2.97,0.7518,0.05384,0.007518,0.01503678
2.97,4.02,0.3281,0.02469,0.003281,0.004921081
4.02,5.9,0.1334,0.009403,0.001334,0.00200125
5.9,7.09,0.04642,0.005824,0.0004642,0.0006962971
7.09,8.48,0.02442,0.003718,0.0002442,0.0003663592
8.48,11.0,0.01585,0.002152,0.0001585,0.0002377521
11.0,16.6,0.005394,0.0007718,5.394e-05,8.091558e-05
16.6,22.8,0.001519,0.0003165,1.519e-05,2.279136e-05
22.8,41.9,0.0005305,0.0001047,5.305e-06,7.957877e-06
1.0,1.33,5.167,0.4692,0.0775,0.149831
1.33,1.71,2.695,0.233,0.03504,0.0727752
1.71,2.15,1.329,0.1269,0.01462,0.03189143
2.15,2.97,0.8316,0.05588,0.008316,0.01663183
2.97,4.02,0.3491,0.02548,0.003491,0.005236925
4.02,5.9,0.1364,0.009492,0.001364,0.002046638
5.9,7.09,0.05357,0.006189,0.0005357,0.0008035707
7.09,8.48,0.03525,0.004427,0.0003525,0.0005288077
8.48,11.0,0.01913,0.002331,0.0001913,0.0002869477
11.0,16.6,0.006026,0.0008216,6.026e-05,9.039259e-05
16.6,22.8,0.001721,0.0003406,1.721e-05,2.581984e-05
22.8,41.9,0.0004307,8.913e-05,4.307e-06,6.460237e-06
1.0,1.33,5.493,0.4673,0.08239,0.1592884
1.33,1.71,2.402,0.2213,0.03123,0.0648644
1.71,2.15,1.673,0.1436,0.0184,0.04015111
2.15,2.97,0.6968,0.05686,0.006968,0.01393642
2.97,4.02,0.3175,0.0277,0.003175,0.004762351
4.02,5.9,0.1242,0.01052,0.001242,0.001862358
5.9,7.09,0.04505,0.00652,0.0004505,0.0006758095
7.09,8.48,0.0307,0.004716,0.000307,0.0004605177
8.48,11.0,0.01314,0.002223,0.0001314,0.0001970662
11.0,16.6,0.006077,0.0009435,6.077e-05,9.115913e-05
16.6,22.8,0.001913,0.0004206,1.913e-05,2.868884e-05
22.8,41.9,0.0004682,0.000106,4.682e-06,7.023581e-06
1.0,1.33,4.772,0.4332,0.07158,0.138388
1.33,1.71,2.548,0.2312,0.03313,0.06880659
1.71,2.15,1.557,0.1312,0.01713,0.03736544
2.15,2.97,0.8042,0.05551,0.008042,0.016085
2.97,4.02,0.3228,0.02458,0.003228,0.004842568
4.02,5.9,0.1199,0.009339,0.001199,0.001798892
5.9,7.09,0.05254,0.0069,0.0005254,0.000788145
7.09,8.48,0.02781,0.004435,0.0002781,0.0004171164
8.48,11.0,0.01328,0.002199,0.0001328,0.0001991616
11.0,16.6,0.006154,0.0009365,6.154e-05,9.230483e-05
16.6,22.8,0.002294,0.0004488,2.294e-05,3.440517e-05
22.8,41.9,0.0005509,0.0001162,5.509e-06,8.263182e-06
1.0,1.33,3.765,0.3853,0.05647,0.1091783
1.33,1.71,2.474,0.2254,0.03216,0.06680003
1.71,2.15,1.319,0.1218,0.01451,0.03166557
2.15,2.97,0.8381,0.05619,0.008381,0.01676117
2.97,4.02,0.3373,0.02501,0.003373,0.005059452
